name,state,website,domain,twitter,youtube,facebook,owner,medium,source,collection_date
KOVR,CA,http://sacramento.cbslocal.com/,sacramento.cbslocal.com,,,,CBS Corporation,TV station,stationindex,2018-08-02 14:55:24.612585
KMUM-CD,CA,,,,,,Serestar Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KUVS,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KBSV,CA,http://www.betnahrain.org/KBSV/kbsv.htm,betnahrain.org,,,,"Bet-Nahrain, Inc.",TV station,stationindex,2018-08-02 14:55:24.612585
KEZT-CD,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KKPM-CD,CA,http://kkpm.tv/,kkpm.tv,,,,One Ministries,TV station,stationindex,2018-08-02 14:55:24.612585
KMMW-LD,CA,,,,,,Serestar Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KSPX,CA,,,,,,Ion Media Networks,TV station,stationindex,2018-08-02 14:55:24.612585
KMAX,CA,http://sacramento.cbslocal.com/,sacramento.cbslocal.com,,,,CBS Corporation,TV station,stationindex,2018-08-02 14:55:24.612585
KSTV-LP,CA,,,,,,Lazer Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KCSO-LD,CA,http://www.kcso33.com/,kcso33.com,,,,Serestar Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KSAO-LD,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KQCA,CA,http://www.kcra.com/my58,kcra.com,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585
KTFK,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KFMB,CA,http://www.cbs8.com/,cbs8.com,,,,Tenga,TV station,stationindex,2018-08-02 14:55:24.612585
KGTV,CA,http://www.10news.com/,10news.com,,,,E. W. Scripps Company,TV station,stationindex,2018-08-02 14:55:24.612585
KPBS,CA,http://www.kpbs.org/,kpbs.org,,,,San Diego State University,TV station,stationindex,2018-08-02 14:55:24.612585
KBNT-CD,CA,http://www.kbnt.com/,kbnt.com,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KSDX-LP,CA,,,,,,Liberman Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KNSD,CA,http://www.nbcsandiego.com/,nbcsandiego.com,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585
KZSD-LP,CA,http://www.aztecasd.com/,aztecasd.com,,,,E. W. Scripps Company,TV station,stationindex,2018-08-02 14:55:24.612585
KUAN-LP,CA,,,,,,Asian Media Group,TV station,stationindex,2018-08-02 14:55:24.612585
KUSI,CA,http://www.kusi.com/,kusi.com,,,,McKinnon Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KAIL,CA,http://www.kail.tv/,kail.tv,,,,Trans-America Broadcasting Corp.,TV station,stationindex,2018-08-02 14:55:24.612585
KFAZ-CA,CA,http://www.kmsgtv.com/,kmsgtv.com,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KHSC-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KVPT,CA,http://www.kvpt.org/,kvpt.org,,,,Valley Public Television,TV station,stationindex,2018-08-02 14:55:24.612585
KFTV,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KZMM-CD,CA,http://www.tr3s.com/,tr3s.com,,,,CNZ Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KSEE,CA,http://www.ksee24.com/,ksee24.com,,,,Granite Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KVBC-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KJKZ-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KFSN,CA,http://www.abc30.com/,abc30.com,,,,ABC,TV station,stationindex,2018-08-02 14:55:24.612585
KBID-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KJEO-LD,CA,http://www.kjeotv.com/,kjeotv.com,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KSDI-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KMCF-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KMSG-LD,CA,http://www.kmsgtv.com/,kmsgtv.com,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KVHF-LD,CA,,,,,,Ventura TV video and Appliance Center,TV station,stationindex,2018-08-02 14:55:24.612585
KGMC,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KGPE,CA,http://www.47tv.com/,47tv.com,,,,Newport Television,TV station,stationindex,2018-08-02 14:55:24.612585
KNXT,CA,http://www.dioceseoffresno.org/knxt/,dioceseoffresno.org,,,,Diocese of Fresno,TV station,stationindex,2018-08-02 14:55:24.612585
KNSO,CA,http://fresno.holaciudad.com/,fresno.holaciudad.com,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585
KVVG-LD,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KFRE,CA,http://kmph.com/the-cw/cw-kfre-59,kmph.com,,,,Sinclair Broadcasting Group,TV station,stationindex,2018-08-02 14:55:24.612585
KTFF,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KEYT,CA,http://www.keyt.com/,keyt.com,,,,Smith Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KSBY,CA,http://www.ksby.com/,ksby.com,,,,Evening Post Publishing,TV station,stationindex,2018-08-02 14:55:24.612585
KCOY,CA,http://www.kcoy.com/,kcoy.com,,,,Cowles Publishing Company,TV station,stationindex,2018-08-02 14:55:24.612585
KKFX-CD,CA,http://www.kkfx.com/,kkfx.com,,,,Cowles Publishing Company,TV station,stationindex,2018-08-02 14:55:24.612585
KTAS,CA,,,,,,Raul & Consuelo Palazuelos,TV station,stationindex,2018-08-02 14:55:24.612585
KPMR,CA,,,,,,entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KSBO-CD,CA,,,,,,Northstar Media,TV station,stationindex,2018-08-02 14:55:24.612585
KOTR-LP,CA,http://www.mytvmonterey.com/,mytvmonterey.com,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
KSBW,CA,http://www.ksbw.com/,ksbw.com,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585
KMBY-LD,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KMUV-LP,CA,http://www.telemundo23.com/,telemundo23.com,,,,Cowles Publishing Company,TV station,stationindex,2018-08-02 14:55:24.612585
KQET,CA,http://www.kqet.com/,kqet.com,,,,Northern California Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KYMB-LD,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KDJT-CD,CA,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KCBA,CA,http://www.kcba.com/,kcba.com,,,,Seal Rock Broadcasters,TV station,stationindex,2018-08-02 14:55:24.612585
KMCE-LP,CA,http://www.azteca43.tv/,azteca43.tv,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
KION,CA,http://www.kionrightnow.com/,kionrightnow.com,,,,Cowles Publishing Company,TV station,stationindex,2018-08-02 14:55:24.612585
KSMS,CA,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KTFB-CA,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KKEY-LP,CA,,,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
KJOI-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KBBV-CD,CA,,,,,,Pappas Telecasting,TV station,stationindex,2018-08-02 14:55:24.612585
KERO,CA,http://www.turnto23.com/,turnto23.com,,,,E. W. Scripps Company,TV station,stationindex,2018-08-02 14:55:24.612585
KCBT-LD,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KBFK-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KNXT-LP,CA,http://www.dioceseoffresno.org/knxt/,dioceseoffresno.org,,,,Diocese of Fresno,TV station,stationindex,2018-08-02 14:55:24.612585
KABE-LP,CA,,,,,,Univision,TV station,stationindex,2018-08-02 14:55:24.612585
KZKC-LP,CA,,,,,,E. W. Scripps Company,TV station,stationindex,2018-08-02 14:55:24.612585
KPMC-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KUVI,CA,http://www.kuvi45.com/,kuvi45.com,,,,Univision Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KBFX-CD,CA,,,,,,Sinclair Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585
KRCR,CA,http://www.krcrtv.com/,krcrtv.com,,,,Bluestone Television,TV station,stationindex,2018-08-02 14:55:24.612585
KIXE,CA,http://www.kixe.org/,kixe.org,,,,"North California Educational TV Association, Inc.",TV station,stationindex,2018-08-02 14:55:24.612585
K11VZ-D,CA,,,,,,One Ministries,TV station,stationindex,2018-08-02 14:55:24.612585
KHSL,CA,http://www.khsltv.com/,khsltv.com,,,,Catamount Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585
KCVU,CA,http://kcvufox20.com/,kcvufox20.com,,,,Esteem Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KRVU-LP,CA,,,,,,Bonten Media Group,TV station,stationindex,2018-08-02 14:55:24.612585
KZVU-LP,CA,,,,,,Bonten Media Group,TV station,stationindex,2018-08-02 14:55:24.612585
KRDT-CD,CA,,,,,,One Ministries,TV station,stationindex,2018-08-02 14:55:24.612585
KNVN,CA,http://www.knvn.com/,knvn.com,,,,Catamount Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585
KUCO-LP,CA,http://www.univision27.com/,univision27.com,,,,Sainte,TV station,stationindex,2018-08-02 14:55:24.612585
KRHT-LP,CA,,,,,,Cocola Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KVER-CA,CA,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KEVC-CD,CA,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KLPS-LP,CA,,,,,,"Local HDTV, Inc.",TV station,stationindex,2018-08-02 14:55:24.612585
KDFX-CD,CA,,,,,,Pacific Media Corporation,TV station,stationindex,2018-08-02 14:55:24.612585
KMIR,CA,http://www.kmir6.com/,kmir6.com,,,,Journal Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585
KPSP-CD,CA,http://www.kesq.com/,kesq.com,,,,Gulf-California Broadcast Company,TV station,stationindex,2018-08-02 14:55:24.612585
KESQ,CA,http://www.kesq.com/,kesq.com,,,,Gulf-California Broadcast Company,TV station,stationindex,2018-08-02 14:55:24.612585
KRET-CD,CA,,,,,,Charles R. Meeker,TV station,stationindex,2018-08-02 14:55:24.612585
KPSE-LP,CA,http://www.my13palmsprings.com/,my13palmsprings.com,,,,Journal Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585
KVYE,CA,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KECY,CA,,,,,,Pacific Media Corporation,TV station,stationindex,2018-08-02 14:55:24.612585
KAJB,CA,,,,,,Calipatria Broadcasting Company,TV station,stationindex,2018-08-02 14:55:24.612585
KIEM,CA,http://www.kiem-tv.com/,kiem-tv.com,,,,Pollack/Belz Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KUVU-LP,CA,http://yourcwtv.com/partners/eureka/,yourcwtv.com,,,,Sainte,TV station,stationindex,2018-08-02 14:55:24.612585
KEET,CA,http://www.keet.org/,keet.org,,,,Redwood Empire Public Television,TV station,stationindex,2018-08-02 14:55:24.612585
KVIQ,CA,http://kviqcbs17.com/,kviqcbs17.com,,,,Frontier Radio Management,TV station,stationindex,2018-08-02 14:55:24.612585
KAEF,CA,http://www.kaef.tv/,kaef.tv,,,,Bluestone Television,TV station,stationindex,2018-08-02 14:55:24.612585
KBVU,CA,http://kcvufox20.com/,kcvufox20.com,,,,Esteem Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KEUV-LP,CA,http://eurekatelevision.tv/,eurekatelevision.tv,,,,Sainte,TV station,stationindex,2018-08-02 14:55:24.612585
KEMY-LP,CA,http://eurekatelevision.tv,eurekatelevision.tv,,,,Sainte,TV station,stationindex,2018-08-02 14:55:24.612585
KBVQ-LP,CA,,,,,,Pappas Telecasting,TV station,stationindex,2018-08-02 14:55:24.612585
KRON,CA,kron4.com,kron4.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KSEE,CA,yourcentralvalley.com,yourcentralvalley.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KGPE,CA,yourcentralvalley.com,yourcentralvalley.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KGET,CA,kget.com,kget.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KKEY-LD,CA,telemundobakersfield.com,telemundobakersfield.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KTLA,CA,http://ktla.com/,ktla.com,ktla,http://www.youtube.com/user/ktla,http://www.facebook.com/ktla5,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KTXL,CA,http://fox40.com/,fox40.com,FOX40,http://www.youtube.com/user/ktxlFOX40,http://www.facebook.com/fox40news,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KSWB,CA,http://fox5sandiego.com/,fox5sandiego.com,fox5sandiego,http://www.youtube.com/user/fox5sd,http://www.facebook.com/fox5sandiego,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KCRA-TV,CA,http://www.kcra.com/,kcra.com,kcranews,,https://www.facebook.com/KCRA3?fref=ts,Hearst,TV station,hearst.com,2018-08-02 14:55:24.612585
KQCA-TV,CA,http://www.kcra.com/my58,kcra.com,,,,Hearst,TV station,hearst.com,2018-08-02 14:55:24.612585
KSBW-TV,CA,http://www.ksbw.com/,ksbw.com,ksbw,,https://www.facebook.com/ksbw8?fref=ts,Hearst,TV station,hearst.com,2018-08-02 14:55:24.612585
KBFX-3,CA,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KBAK,CA,http://bakersfieldnow.com/,bakersfieldnow.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KBFX,CA,http://www.bakersfieldnow.com/kbfx,bakersfieldnow.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KFRE,CA,http://www.kmph.com/,kmph.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMPH-CD,CA,http://www.kmph-kfre.com,kmph-kfre.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMPH-3,CA,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMPH-CD-3,CA,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMPH,CA,http://www.kmph.com/,kmph.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KBFX-4,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KBAK-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KBFX-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KBAK-3,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRVU-LD-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRVU-LD-3,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KUCO-LP,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRCR-4,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KCVU,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRCR,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KKTF-LD,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KCVU-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRCR-3,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRCR-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRVU-LD,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KAEF-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KECA-LD,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KAEF,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KAEF-3,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KBVU-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KECA-LD-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KBVU,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KEUV-LP,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KFRE-3,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KFRE-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KFRE-4,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KMPH-CD-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KMPH-4,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KMPH-2,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KMPH-CD-4,CA,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KCDO,CO,,,,,,Newsweb Corporation,TV station,stationindex,2018-08-02 14:55:24.612585
KCNC,CO,http://denver.cbslocal.com/,denver.cbslocal.com,,,,CBS Corporation,TV station,stationindex,2018-08-02 14:55:24.612585
KRMA,CO,http://www.krma.org/,krma.org,,,,Rocky Mountain Public Broadcasting Network,TV station,stationindex,2018-08-02 14:55:24.612585
KMGH,CO,http://www.thedenverchannel.com/,thedenverchannel.com,,,,E. W. Scripps Company,TV station,stationindex,2018-08-02 14:55:24.612585
KUSA,CO,http://www.9news.com/,9news.com,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585
KBDI,CO,http://www.kbdi.org/,kbdi.org,,,,Colorado Public Television,TV station,stationindex,2018-08-02 14:55:24.612585
KTFD,CO,,,,,,Entravision Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KTVD,CO,http://www.my20denver.com/,my20denver.com,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585
KDEN,CO,,,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585
KLPD-LD,CO,,,,,,Syncom Media Group,TV station,stationindex,2018-08-02 14:55:24.612585
KPJR,CO,,,,,,Trinity Broadcasting Network,TV station,stationindex,2018-08-02 14:55:24.612585
KQDK-CD,CO,,,,,,Casa Media Partners,TV station,stationindex,2018-08-02 14:55:24.612585
KRMT,CO,,,,,,Daystar Television Network,TV station,stationindex,2018-08-02 14:55:24.612585
KCEC,CO,,,,,,Entravision Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KETD,CO,,,,,,Liberman Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KOAA,CO,http://www.koaa.com/,koaa.com,,,,Evening Post Publishing,TV station,stationindex,2018-08-02 14:55:24.612585
KTSC,CO,,,,,,Rocky Mountain Public Broadcasting Network,TV station,stationindex,2018-08-02 14:55:24.612585
KKTV,CO,http://www.kktv.com/,kktv.com,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585
KRDO,CO,http://www.krdotv.com/,krdotv.com,,,,The Pikes Peak Broadcasting Co.,TV station,stationindex,2018-08-02 14:55:24.612585
KXRM,CO,http://www.kxrm.com/,kxrm.com,,,,Barrington Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KGHB-CD,CO,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KVSN,CO,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
KWHS-LP,CO,http://www.kwhs.tv/,kwhs.tv,,,,LeSEA Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KXTU-LP,CO,http://www.kxtu.com/,kxtu.com,,,,Barrington Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KFQX,CO,,,,,,Parker Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KREX,CO,http://www.krextv.com/,krextv.com,,,,Hoak Media,TV station,stationindex,2018-08-02 14:55:24.612585
KJCT,CO,http://www.kjct8.com/,kjct8.com,,,,Pikes Peak Television,TV station,stationindex,2018-08-02 14:55:24.612585
KKCO,CO,http://www.nbc11news.com/,nbc11news.com,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585
KRMJ,CO,http://www.rmpbs.org/,rmpbs.org,,,,Rocky Mountain Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KKHD-LP,CO,,,,,,Pikes Peak Television,TV station,stationindex,2018-08-02 14:55:24.612585
KGJT-LP,CO,,,,,,Hoak Media,TV station,stationindex,2018-08-02 14:55:24.612585
KXRM,CO,fox21news.com,fox21news.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KXTU-LD,CO,fox21news.com,fox21news.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KREX,CO,westernslopenow.com,westernslopenow.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KGJT-CD,CO,westernslopenow.com,westernslopenow.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KFQX,CO,westernslopenow.com,westernslopenow.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KWGN,CO,http://kwgn.com/,kwgn.com,channel2kwgn,http://www.youtube.com/user/kwgn,http://www.facebook.com/kwgnchannel2,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KDVR,CO,http://kdvr.com/,kdvr.com,kdvr,http://www.youtube.com/user/KDVRDenver,https://www.facebook.com/fox31denver,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
WSAH,CT,,,,,,Multicultural Television,TV station,stationindex,2018-08-02 14:55:24.612585
WUVN,CT,,,,,,Entravision,TV station,stationindex,2018-08-02 14:55:24.612585
WEDH,CT,http://www.cptv.org/,cptv.org,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
WHPX,CT,,,,,,Ion Media Networks,TV station,stationindex,2018-08-02 14:55:24.612585
WVIT,CT,http://www.nbcconnecticut.com/,nbcconnecticut.com,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585
WRNT-LP,CT,,,,,,R and S Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
WEDW,CT,http://www.cptv.org/,cptv.org,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
