name,state,website,domain,twitter,youtube,facebook,owner,medium,source,collection_date
Kentucky Standard,KY,http://www.kystandard.com,kystandard.com,,,https://www.facebook.com/KyStandard,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Trimble Banner,KY,http://www.mytrimblenews.com,mytrimblenews.com,,,https://www.facebook.com/Trimble-Banner-217474664976845/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tribune Courier,KY,http://www.tribunecourier.com,tribunecourier.com,,,https://www.facebook.com/tribunecourier,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily News,KY,http://www.bgdailynews.com,bgdailynews.com,bgdailynews,http://www.youtube.com/user/bgdailynews,https://www.facebook.com/bgdailynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Meade County Messenger,KY,http://www.meadecountymessenger.com,meadecountymessenger.com,,http://www.youtube.com/user/meadecountymessenger,https://www.facebook.com/meadecountymessenger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bracken County News,KY,http://thebrackencountynews.com,thebrackencountynews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cumberland County News,KY,http://cumberlandcountynewspaper.com,cumberlandcountynewspaper.com,,,https://www.facebook.com/cumberlandcountynewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cadiz Record,KY,http://www.cadizrecord.com,cadizrecord.com,thecadizrecord,https://www.youtube.com/channel/UCgalrbZcR_fI6DHgrTTSPBw,https://www.facebook.com/thecadizrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
McLean County News,KY,http://www.messenger-inquirer.com/mclean_county,messenger-inquirer.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Calvert City Lake News,KY,http://thelakenews.com,thelakenews.com,,,https://www.facebook.com/pages/The-Lake-News/86274811228,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Central Ky News-Journal,KY,http://www.cknj.com,cknj.com,cknjnews,,https://www.facebook.com/centralkentuckynewsjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Clay City Times,KY,http://www.claycity-times.com,claycity-times.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Adair County Community Voice,KY,http://adairvoice.com,adairvoice.com,Adairvoice,,https://www.facebook.com/adaircountycommunityvoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Adair Progress,KY,http://www.adairprogress.com,adairprogress.com,AdairProgress,,https://www.facebook.com/pages/The-Adair-Progress/302781669834512,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Corbin News Journal,KY,http://www.thenewsjournal.net,thenewsjournal.net,cwnewsjournal,http://www.youtube.com/user/TheNewsJournal,https://www.facebook.com/pages/The-News-Journal/218387670056,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Corbin Times Tribune,KY,http://www.thetimestribune.com,thetimestribune.com,TimesTribuneKY,,https://www.facebook.com/timestribune.newspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kentucky Post,KY,http://www.wcpo.com/kypost,wcpo.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
River City News,KY,http://www.rcnky.com,rcnky.com,theRCnews,https://www.youtube.com/user/TheRiverCityNews,https://www.facebook.com/therivercitynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cynthiana Democrat,KY,http://www.cynthianademocrat.com,cynthianademocrat.com,CynDemo,https://www.youtube.com/channel/UCX5k9Bd_u2M7LJ7GHUJwXsQ,https://www.facebook.com/pages/The-Cynthiana-Democrat/139332626087149,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Advocate Messenger,KY,http://www.centralkynews.com/amnews,centralkynews.com,amnewsonline,,https://www.facebook.com/amnewsonline,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Dawson Springs Progress,KY,http://www.dawsonspringsprogress.com,dawsonspringsprogress.com,,,https://www.facebook.com/thedawsonspringsprogress/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Herald Ledger,KY,http://www.heraldledger.com,heraldledger.com,,,https://www.facebook.com/heraldledger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News-Enterprise,KY,http://www.thenewsenterprise.com,thenewsenterprise.com,NEheadlines,,https://www.facebook.com/pages/The-News-Enterprise/63398219972,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Henry County Local,KY,http://www.hclocal.com,hclocal.com,,,https://www.facebook.com/pages/Henry-County-Local/134722719937023,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Falmouth Outlook,KY,http://falmouthoutlook.com,falmouthoutlook.com,,https://www.youtube.com/channel/UCAzcEs3UXMKjnvgYMIsdY2A,https://www.facebook.com/TheFalmouthOutlook,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
State Journal,KY,http://www.state-journal.com,state-journal.com,statejournal,https://www.youtube.com/user/TheStateJournal,https://www.facebook.com/pages/The-Frankfort-State-Journal/113243332041959,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Franklin Favorite,KY,http://www.franklinfavorite.com,franklinfavorite.com,franklinfav,,https://www.facebook.com/pages/Franklin-Favorite/149393975123923,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News-Graphic,KY,http://www.news-graphic.com,news-graphic.com,NewsGraphic,http://www.youtube.com/user/GNGNews1,https://www.facebook.com/NewsGraphic,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Barren County Progress,KY,http://www.jpinews.com,jpinews.com,,,https://www.facebook.com/pages/Barren-County-Progress/159966470690400,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Glasgow Daily Times,KY,http://www.glasgowdailytimes.com,glasgowdailytimes.com,GDTKYnews,https://www.youtube.com/channel/UCZ8CINRgoGlbZZrSh30k2TA,https://www.facebook.com/pages/Glasgow-Daily-Times/240845599298,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Journal-Times,KY,http://www.journal-times.com,journal-times.com,thejournaltimes,,https://www.facebook.com/GraysonJournalEnquirer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Greensburg Record-Herald,KY,http://www.record-herald.com,record-herald.com,,http://www.youtube.com/channel/UCEKi1uXVgE-D7F0lXN-5oWg,https://www.facebook.com/pages/Greensburg-Record-Herald/185496411538544,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Harlan Daily Enterprise,KY,http://harlandaily.com,harlandaily.com,HarlanDaily,,https://www.facebook.com/pages/Harlan-Daily-Enterprise/113826388638136,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Harrodsburg Herald,KY,http://www.harrodsburgherald.com,harrodsburgherald.com,HburgHerald,https://www.youtube.com/user/TheHarrodsburgHerald,https://www.facebook.com/pages/The-Harrodsburg-Herald/119101411461793,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ohio County Times-News,KY,http://octimesnews.com,octimesnews.com,,,https://www.facebook.com/pages/The-Ohio-County-Times-News/154022821288161,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Hancock Clarion,KY,http://hancockclarion.com,hancockclarion.com,,,https://www.facebook.com/hancockclarion,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Hazard Herald,KY,http://hazard-herald.com,hazard-herald.com,HazardHerald,,https://www.facebook.com/pages/Hazard-Herald/102378949832466,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Gleaner,KY,http://www.thegleaner.com,thegleaner.com,TheGleanerNews,https://www.youtube.com/user/TheHendersonGleaner,https://www.facebook.com/thegleaner,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Troublesome Creek Times,KY,http://www.troublesomecreektimes.com,troublesomecreektimes.com,,,https://www.facebook.com/TroublesomeCreekTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
LaRue County Herald ,KY,http://www.laruecountyherald.com,laruecountyherald.com,,,https://www.facebook.com/pages/The-LaRue-County-Herald-News/466890356716050,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kentucky New Era,KY,http://www.kentuckynewera.com,kentuckynewera.com,kentuckynewera,http://www.youtube.com/user/kentuckynewera,https://www.facebook.com/kentuckynewera,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Hart County News-Herald,KY,http://www.jpinews.com/v2/content.aspx?ID=42285&MemberID=1981,jpinews.com,,,https://www.facebook.com/HartCountyNewsHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Citizen Voice & Times,KY,http://www.cvt-news.com,cvt-news.com,,,https://www.facebook.com/pages/Citizen-Voice-Times/266072926791517,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Jackson Times-Voice,KY,http://www.jacksontimesvoice.com,jacksontimesvoice.com,,,https://www.facebook.com/TheTimesVoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Russell County News Register,KY,http://www.russellcountynewspapers.com/v2/content.aspx?ID=35297&MemberID=2045,russellcountynewspapers.com,,,https://www.facebook.com/pages/Russell-County-News-Register/144830015573488,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Advance Yeoman,KY,http://www.ky-news.com/section/the-advance-yeoman,ky-news.com,,,https://www.facebook.com/pages/Advance-Yeoman/192996771802,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Oldham Era,KY,http://www.oldhamera.com,oldhamera.com,TheOldhamEra,,https://www.facebook.com/TheOldhamEra,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Garrard Central Record,KY,http://garrardcentralrecord.com,garrardcentralrecord.com,,,https://www.facebook.com/garrardcentralrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Anderson News,KY,http://www.theandersonnews.com,theandersonnews.com,,,https://www.facebook.com/pages/The-Anderson-News/147631841930794,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lebanon Enterprise,KY,http://www.lebanonenterprise.com,lebanonenterprise.com,LEnterprise,,https://www.facebook.com/pages/The-Lebanon-Enterprise/200349296675986,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Grayson News-Gazette,KY,http://gcnewsgazette.com,gcnewsgazette.com,gcnewsgazette,,https://www.facebook.com/pages/The-Grayson-County-News-Gazette/113229802107591,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Grayson Record,KY,http://www.graysonrecord.com,graysonrecord.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Business Lexington,KY,http://smileypete.com/business,smileypete.com,bizlex,https://www.youtube.com/user/SmileyPeteTV,https://www.facebook.com/BusinessLexington,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lexington Herald-Leader,KY,http://www.kentucky.com,kentucky.com,heraldleader,https://www.youtube.com/user/HeraldLeaderVideos,https://www.facebook.com/kentuckycom,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Casey County News,KY,http://www.caseynews.net,caseynews.net,,,https://www.facebook.com/pages/The-Casey-County-News/174858682577906,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sentinel-Echo,KY,http://www.sentinel-echo.com,sentinel-echo.com,,,https://www.facebook.com/pages/The-Sentinel-Echo-Laurel-County-Ky/338841572204,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Big Sandy News,KY,http://www.bigsandynews.com,bigsandynews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Business First,KY,http://www.bizjournals.com/louisville,bizjournals.com,BFLouisville,,https://www.facebook.com/businessfirstlouisville,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Courier-Journal,KY,http://www.courier-journal.com,courier-journal.com,courierjournal,,https://www.facebook.com/courierjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Eccentric Observer,KY,http://www.leoweekly.com,leoweekly.com,,,https://www.facebook.com/theleoweekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Louisville Voice-Tribune,KY,http://voice-tribune.com,voice-tribune.com,TheVoiceTribune,,https://www.facebook.com/TheVoiceTribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Messenger,KY,http://www.the-messenger.com,the-messenger.com,MessengerOnline,http://www.youtube.com/user/messengerphotodesk,https://www.facebook.com/themessengernewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Crittenden Press,KY,http://crittendenpress.blogspot.com,crittendenpress.blogspot.com,CrittendenPress,http://www.youtube.com/user/crittendenpress,https://www.facebook.com/TheCrittendenPress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ledger-Independent,KY,http://www.maysville-online.com,maysville-online.com,LedgerNewsroom,,https://www.facebook.com/LedgerIndependent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily News,KY,http://middlesborodailynews.com,middlesborodailynews.com,DailyNewsSEKY,,https://www.facebook.com/pages/Middlesboro-Daily-News/111496778891252,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Wayne County Outlook,KY,http://www.wcoutlook.com,wcoutlook.com,,,https://www.facebook.com/wckyoutlook,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Morehead News,KY,http://www.themoreheadnews.com,themoreheadnews.com,TheMoreheadNews,,https://www.facebook.com/TheMoreheadNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Mt. Sterling Advocate,KY,http://www.msadvocate.com,msadvocate.com,,,https://www.facebook.com/MtSterlingAdvocate,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Murray Ledger & Times,KY,http://murrayledger.com,murrayledger.com,murrayledger,,https://www.facebook.com/MurrayLedger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Jessamine Journal,KY,http://www.centralkynews.com/jessaminejournal,centralkynews.com,thejj,http://www.youtube.com/user/jessaminejournal,https://www.facebook.com/JessamineJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Messenger-Inquirer,KY,http://www.messenger-inquirer.com,messenger-inquirer.com,owensboromi,http://www.youtube.com/user/MessengerInquirer,https://www.facebook.com/MessengerInquirer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Owenton News Herald,KY,http://www.owentonnewsherald.com,owentonnewsherald.com,,,https://www.facebook.com/owentonnewsherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Paducah Sun,KY,http://www.paducahsun.com,paducahsun.com,PaducahSunNews,,https://www.facebook.com/ThePaducahSun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
West Kentucky Star,KY,http://westkentuckystar.com,westkentuckystar.com,,,https://www.facebook.com/WestKentuckyStar,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Paintsville Herald,KY,http://www.paintsvilleherald.com,paintsvilleherald.com,,,https://www.facebook.com/PaintsvilleHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Appalachian News Express,KY,http://www.news-expressky.com,news-expressky.com,AppalachianNews,,https://www.facebook.com/pages/Appalachian-News-Express/251025644228,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Floyd County Times,KY,http://floydcountytimes.com,floydcountytimes.com,floydcotimes,,https://www.facebook.com/fctimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Times Leader,KY,http://www.timesleader.net,timesleader.net,,,https://www.facebook.com/pages/The-Times-Leader/172273312311,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Journal Enterprise,KY,http://journalenterprise.com,journalenterprise.com,,https://www.youtube.com/channel/UCl8X9FkSDBZ6qMk_drTCtKw,https://www.facebook.com/JournalEnterprise,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Richmond Register,KY,http://www.richmondregister.com,richmondregister.com,RichmondRsports,http://www.youtube.com/channel/UC3QEY_WU9sIg6aiO1GkGGrA,https://www.facebook.com/therichmondregister,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Times Journal,KY,http://www.russellcountynewspapers.com,russellcountynewspapers.com,,,https://www.facebook.com/thetimesjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News Democrat & Leader,KY,http://newsdemocratleader.com,newsdemocratleader.com,,,https://www.facebook.com/pages/News-Democrat-Leader/113908328636952,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Salyersville Independent,KY,http://salyersvilleindependent.com,salyersvilleindependent.com,,https://www.youtube.com/channel/UCj8qqBxNCTWskiU-L8h98Hg,https://www.facebook.com/pages/Salyersville-Independent/138460046178224,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Scottsville Citizen-Times,KY,http://www.thecitizen-times.com,thecitizen-times.com,ctimessville,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sebree Banner,KY,http://www.cpcnewspapers.com,cpcnewspapers.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sentinel-News,KY,http://www.sentinelnews.com,sentinelnews.com,TheSentinelNews,,https://www.facebook.com/sentinelnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Pioneer News,KY,http://www.pioneernews.net,pioneernews.net,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Livingston Ledger,KY,http://www.ky-news.com/section/livingston-ledger,ky-news.com,LivingstonLedgr,,https://www.facebook.com/livingstonledger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Commonwealth Journal,KY,http://www.somerset-kentucky.com,somerset-kentucky.com,CJSomerset,,https://www.facebook.com/SomersetCJ,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Springfield Sun,KY,http://www.thespringfieldsun.com,thespringfieldsun.com,readthesun,,https://www.facebook.com/SpringfieldSun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Interior Journal,KY,http://www.centralkynews.com/theinteriorjournal,centralkynews.com,NewsAtTheIJ,,https://www.facebook.com/TheInteriorJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sturgis News,KY,http://www.cpcnewspapers.com,cpcnewspapers.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Spencer Magnet,KY,http://www.spencermagnet.com,spencermagnet.com,,,https://www.facebook.com/pages/Spencer-Magnet/175725972467953,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tompkinsville News,KY,http://www.tompkinsvillenews.com,tompkinsvillenews.com,,,https://www.facebook.com/pages/Monroe-County-Press/555114354511871,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lewis County Herald,KY,http://www.lewiscountyherald.com,lewiscountyherald.com,lcherald,,https://www.facebook.com/The-Lewis-County-Herald-198406540174864/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Woodford Sun,KY,http://www.woodfordsun.com,woodfordsun.com,,,https://www.facebook.com/thewoodfordsun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Gallatin County News,KY,http://www.thegallatincountynews.com,thegallatincountynews.com,,,https://www.facebook.com/pages/Gallatin-County-News/376249396894,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Mountain Eagle,KY,http://www.themountaineagle.com,themountaineagle.com,,,https://www.facebook.com/ItScreams,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
McCreary County Voice,KY,http://www.themccrearyvoice.com,themccrearyvoice.com,,https://www.youtube.com/channel/UCIEKSU5PtKi6UhhNmJEdQvg,https://www.facebook.com/tmcvoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Grant County News,KY,http://www.grantky.com,grantky.com,grantcountynews,,https://www.facebook.com/GrantCountyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Winchester Sun,KY,http://www.centralkynews.com/winchestersun,centralkynews.com,winchestersun,http://www.youtube.com/user/WinchesterSun,https://www.facebook.com/winchestersun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Business Lexington,KY,http://bizlex.com,bizlex.com,bizlex,http://www.youtube.com/user/SmileyPeteTV,https://www.facebook.com/smileypete,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Chevy Chaser Magazine,KY,http://chevychaser.com,chevychaser.com,ChevyChaserMag,,https://www.facebook.com/chevychaser,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
M.D. Update,KY,http://www.md-update.com,md-update.com,,,https://www.facebook.com/MDUpdateKY,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Southsider Magazine,KY,http://www.southsidermagazine.com,southsidermagazine.com,SouthsiderMag,,https://www.facebook.com/Southsidermagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Louisville.com,KY,http://www.louisville.com,louisville.com,louisvillecom,http://www.youtube.com/louisvilledotcom,https://www.facebook.com/louisvilledotcom,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Appalachian Highways,KY,http://www.appalachianhighways.com,appalachianhighways.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Blue Ridge Country,KY,http://blueridgecountry.com,blueridgecountry.com,brcmagazine,http://www.youtube.com/user/BlueRidgeCountryMag,https://www.facebook.com/blueridgecountry,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Cat's Pause,KY,http://kentucky.247sports.com,kentucky.247sports.com,TheCatsPause,http://www.youtube.com/user/247SportsStudio,https://www.facebook.com/247Sports,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Kentucky Explorer,KY,http://kentuckyexplorer.com,kentuckyexplorer.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Kentucky Living,KY,http://www.kentuckyliving.com,kentuckyliving.com,,,https://www.facebook.com/pages/Kentucky-Living-Magazine/111997032196801,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Kentucky Monthly,KY,http://www.kentuckymonthly.com,kentuckymonthly.com,KentuckyMonthly,,https://www.facebook.com/kentuckymonthly,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Asbury College Collegian,KY,http://theasburycollegian.com,theasburycollegian.com,asburycollegian,https://www.youtube.com/user/asburycollegian/videos,http://www.facebook.com/asburycollegian,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Concord,KY,http://theconcordonline.wordpress.com,theconcordonline.wordpress.com,TheConcordBU,,http://www.facebook.com/theConcordBU,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Eastern Progress,KY,http://easternprogress.com,easternprogress.com,easternprogress,,https://www.facebook.com/TheEasternProgress,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News,KY,http://www.thenews.org,thenews.org,MurrayStateNews,https://www.youtube.com/user/thenewsdotorg/videos,https://www.facebook.com/TheMurrayStateNews,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Northerner,KY,http://www.thenortherner.com,thenortherner.com,northernermedia,https://www.youtube.com/user/thenorthernermedia/videos,http://www.facebook.com/northernermedia,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kentucky Kernel,KY,http://kykernel.com,kykernel.com,kykernel,https://www.youtube.com/user/KyKernel/videos,http://www.facebook.com/kykernel,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cardinal,KY,http://www.louisvillecardinal.com,louisvillecardinal.com,TheCardinalNews,,http://www.facebook.com/thelouisvillecardinal,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
College Heights Herald,KY,http://wkuherald.com,wkuherald.com,wkuherald,,http://www.facebook.com/wkuherald,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Abbeville Meridional,LA,http://www.vermiliontoday.com,vermiliontoday.com,,https://www.youtube.com/channel/UCnmuqa1vX2ktbUBJ-Efz0Ww,https://www.facebook.com/abbevillemeridional,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Alexandria Daily Town Talk,LA,http://www.thetowntalk.com,thetowntalk.com,TownTalkDotCom,,https://www.facebook.com/TheTownTalk,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Amite-Tangi Digest,LA,http://www.tangilena.com,tangilena.com,,https://www.youtube.com/channel/UCFoLsOGuLIXqMvkpLXQFLCw,https://www.facebook.com/TangiDigest,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Basile Weekly,LA,http://www.evangelinetoday.com,evangelinetoday.com,,,https://www.facebook.com/thebasileweekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bastrop Daily Enterprise,LA,http://www.bastropenterprise.com,bastropenterprise.com,DailyEnterprise,,https://www.facebook.com/BastropEnterprise,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Advocate,LA,http://www.theadvocate.com,theadvocate.com,2theadvocate,,https://www.facebook.com/theadvocatebr,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Business Report,LA,https://www.businessreport.com,businessreport.com,brbizreport,,https://www.facebook.com/businessreport,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily News,LA,http://www.bogalusadailynews.com,bogalusadailynews.com,,,https://www.facebook.com/pages/The-Daily-News/476480399074189,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Press-Tribune,LA,http://bossierpress.com,bossierpress.com,BossierPress,,https://www.facebook.com/bossierpress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Herald-Guide,LA,http://www.heraldguide.com,heraldguide.com,,,https://www.facebook.com/heraldguide,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bunkie Record,LA,http://www.avoyellestoday.com,avoyellestoday.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cameron Parish Pilot,LA,http://www.cameronpilot.com,cameronpilot.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Central City News,LA,http://www.centralcitynews.net,centralcitynews.net,,,https://www.facebook.com/pages/Central-City-News/192881377788,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
East Feliciana Watchman,LA,http://www.theadvocate.com/baton_rouge/news/communities,theadvocate.com,2theadvocate,,https://www.facebook.com/eastfeliciana.watchman,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Crowley Post-Signal,LA,http://www.crowleypostsignal.com,crowleypostsignal.com,CPS_NewsUpdates,,https://www.facebook.com/TheCrowleyPostSignal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Livingston Parish News,LA,http://www.livingstonparishnews.com,livingstonparishnews.com,LPNews1898,http://www.youtube.com/channel/UCoZiSARglIJZlcIck90U-Ow,https://www.facebook.com/TheLivingstonParishNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
DeQuincy News,LA,http://www.dequincynews.com,dequincynews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Beauregard Daily News,LA,http://www.beauregarddailynews.net,beauregarddailynews.net,beauregardnews,,https://www.facebook.com/beauregardnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Donaldsonville Chief,LA,http://www.donaldsonvillechief.com,donaldsonvillechief.com,dvillechief,,https://www.facebook.com/pages/The-Donaldsonville-Chief/80835703246,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Eunice News,LA,http://www.eunicetoday.com,eunicetoday.com,,https://www.youtube.com/channel/UCUYlnh96-v0OZxzQu6Kx9Hg,https://www.facebook.com/eunicenews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Farmerville Gazette,LA,http://www.fgazette.com,fgazette.com,,,https://www.facebook.com/thefgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Concordia Sentinel,LA,http://www.hannapub.com/concordiasentinel,hannapub.com,,,https://www.facebook.com/pages/Concordia-Sentinel/654736617916864,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Franklin Banner-Tribune,LA,http://stmarynow.com,stmarynow.com,,,https://www.facebook.com/franklinbannertribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Weekly Citizen,LA,http://www.weeklycitizen.com,weeklycitizen.com,WeeklyCitizen,,https://www.facebook.com/WeeklyCitizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
