Facebook	Geography	Medium	Name	Twitter_Name	Website	Youtube	source	collection_date
	IL	Newspapers	Savanna Times-Journal		http://www.mycarrollcountynews.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/DailyUnion	IL	Newspapers	Shelbyville Daily Union		http://www.shelbyvilledailyunion.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/thesidellreporter	IL	Newspapers	Sidell Reporter		http://thesidellreporter.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/SkokieReview	IL	Newspapers	Skokie Review	skokie_review	http://www.chicagotribune.com/suburbs/skokie	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/illinoistimes	IL	Newspapers	Illinois Times	ILTimes	http://illinoistimes.com	https://www.youtube.com/user/IllinoisTimes	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/statejournalregister	IL	Newspapers	State Journal-Register	sjrbreaking	http://www.sj-r.com	http://www.youtube.com/user/statejournalregister	usnpl.com	2018-08-02 14:55:24.612585
	IL	Newspapers	Staunton Star-Times		http://www.stauntonstartimes.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Prairie-Advocate-News/109218132523110	IL	Newspapers	Prairie Advocate		http://www.prairieadvocate.com	https://www.youtube.com/user/PrairieAdvocate	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/saukvalley	IL	Newspapers	Sterling Daily Gazette	saukvalley	http://www.saukvalley.com	http://www.youtube.com/channel/UCI5yuougwHCzRA1m1WmEZbg	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Stickney Life	MySuburbanLife	http://www.mysuburbanlife.com/stickney		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Streamwood Press	MySuburbanLife	http://www.mysuburbanlife.com/streamwood		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/NewsProgress	IL	Newspapers	News Progress	NewsProgress	http://newsprogress.com	http://www.youtube.com/user/SportsAtNewsprogress/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Desplaines-Valley-News/169241809757325	IL	Newspapers	Desplaines Valley News		http://desplainesvalleynews.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/The-Sumner-Press-163562994038762/	IL	Newspapers	Sumner Press		http://www.sumnerpress.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/BreezeNews	IL	Newspapers	Breeze Courier	BreezeCourier	http://breezecourier.com	http://www.youtube.com/user/BreezeNews	usnpl.com	2018-08-02 14:55:24.612585
	IL	Newspapers	Teutopolis Press		http://www.teutopolispress.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/dailysouthtown	IL	Newspapers	Daily Southtown	dailysouthtown	http://www.chicagotribune.com/suburbs/daily-southtown	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheTinleyJunction	IL	Newspapers	Tinley Junction	TinleyJunction	http://www.tinleyjunction.com		usnpl.com	2018-08-02 14:55:24.612585
	IL	Newspapers	Tonica News		http://www.tonicanews.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/starkcountynews	IL	Newspapers	Stark County News	countyenews	http://www.countyenews.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Trenton-Sun/152159264796092	IL	Newspapers	Trenton Sun		http://www.trentonsun.net		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/theleaderunion	IL	Newspapers	Vandalia Leader-Union		http://www.leaderunion.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/VernonHillsReview	IL	Newspapers	Vernon Hills Review	vernonhillsPPN	http://www.chicagotribune.com/suburbs/vernon-hills	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/vienna.times	IL	Newspapers	Vienna Times		http://theviennatimes.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Villa Park Argus	MySuburbanLife	http://www.mysuburbanlife.com/villapark		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Warrenville Press	MySuburbanLife	http://www.mysuburbanlife.com/warrenville		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/courierpapers	IL	Newspapers	Washington Courier		http://www.courierpapers.com/washington_courier		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Washington-Times-Reporter/285348615368	IL	Newspapers	Washington Times-Reporter	WaTimesReporter	http://www.washingtontimesreporter.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Republic-Times/140415195996487	IL	Newspapers	Republic-Times	republictimes	http://www.republictimes.net	http://www.youtube.com/user/RepublicTimes/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TimesRepublic	IL	Newspapers	Iroquois County Time-Republic	timesrepublic	http://www.newsbug.info/iroquois_countys_times-republic	https://www.youtube.com/channel/UCaMFn9-s35e_Ul0Tsbsxm0A	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/LakeCountyNewsSun	IL	Newspapers	Lake County News-Sun	newssun	http://www.chicagotribune.com/suburbs/lake-county-news-sun	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	West Chicago Press	MySuburbanLife	http://www.mysuburbanlife.com/westchicago		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Westchester Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/westchester		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/westernsprings		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Westmont Progress	MySuburbanLife	http://www.mysuburbanlife.com/westmont		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Wheaton Leader	MySuburbanLife	http://www.mysuburbanlife.com/wheaton		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Willow Springs Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/willowsprings		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Willowbrook Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/willowbrook		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheWilmetteBeacon	IL	Newspapers	Wilmette Beacon	WilmetteBeacon	http://www.wilmettebeacon.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/WilmetteLife	IL	Newspapers	Wilmette Life	Wilmette_Life	http://www.chicagotribune.com/suburbs/wilmette	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Free-Press-Advocate/139830858599	IL	Newspapers	Free Press Advocate		http://freepressnewspapers.com/main.asp?SectionID=18		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Winfield Press	MySuburbanLife	http://www.mysuburbanlife.com/winfield		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheWinnetkaCurrent	IL	Newspapers	Winnetka Current	WinnetkaCurrent	http://www.winnetkacurrent.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheWinnetkaTalk	IL	Newspapers	Winnetka Talk	Winnetka_Talk	http://www.chicagotribune.com/suburbs/winnetka	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Wood Dale Press	MySuburbanLife	http://www.mysuburbanlife.com/wooddale		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/courierpapers	IL	Newspapers	Woodford Courier		http://www.courierpapers.com/woodford_courier		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Woodridge Reporter	MySuburbanLife	http://www.mysuburbanlife.com/woodridge		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/thewoodstockindependent	IL	Newspapers	Woodstock Independent	WoodstockInde	http://www.thewoodstockindependent.com	http://www.youtube.com/channel/UCMGFGiop5EqELKaotUgSZzg	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/The-Reporter/108619845825636	IL	Newspapers	Reporter	TheReporter1	http://www.thereporteronline.net		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/RecordNewspapers	IL	Newspapers	Kendall County Record	KCRNewspapers	http://www.kendallcountynow.com		usnpl.com	2018-08-02 14:55:24.612585
	IL	Newspapers	Zion-Benton News		http://www.zion-bentonnews.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/chicagoparent	IL	Magazines	Chicago Parent	chicagoparent	http://www.chicagoparent.com	http://www.youtube.com/user/chicagoparent	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/GolfChicagocom/122150057858370	IL	Magazines	Golf Chicago	golfchicagocom	http://www.golfchicago.com		usnpl.com	2018-08-02 14:55:24.612585
	IL	Magazines	Chicago Suburban Family		http://www.chicagosuburbanfamily.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/chicagogolfreport	IL	Magazines	Chicago Golf Report		http://www.chicagogolfreport.com		usnpl.com	2018-08-02 14:55:24.612585
	IL	Magazines	Welcome Springfield		http://www.springfield-il.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Illinois-Country-Living-Magazine/197031777019	IL	Magazines	Illinois Country Living	ILCountryLiving	http://icl.coop	https://www.youtube.com/user/ILElectricCoop/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/illinoistimes	IL	Magazines	Illinois Times	iltimes	http://www.illinoistimes.com	http://www.youtube.com/user/IllinoisTimes	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheColumbiaChronicle	IL	College Newspapers	Chronicle	CCChronicle	http://columbiachronicle.com	https://www.youtube.com/user/TheColumbiaChronicle/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheDePaulia	IL	College Newspapers	DePaulia	TheDePaulia	http://www.depauliaonline.com	http://www.youtube.com/user/DePaulia	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/The-Daily-Eastern-News/155336537840020	IL	College Newspapers	Eastern News	den_news	http://www.dennews.com	http://www.youtube.com/user/DENNews	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/technewsiit	IL	College Newspapers	Tech News	TechNewsIIT	http://www.technewsiit.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/The-Vidette/401368959858	IL	College Newspapers	Daily Vidette	The_Vidette	http://www.videtteonline.com	https://www.youtube.com/user/videttevideo/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/NIUNorthernStar	IL	College Newspapers	Northern Star	NIUNorthernStar	http://northernstar.info	https://www.youtube.com/user/NIUNorthernStar/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/thedailynorthwestern	IL	College Newspapers	Daily Northwestern	thedailynu	http://dailynorthwestern.com	https://www.youtube.com/user/thedailynorthwestern/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/dailyegyptian	IL	College Newspapers	Daily Egyptian	dailyegyptian	http://dailyegyptian.com	https://www.youtube.com/user/DEgusbode/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/Alestlelive	IL	College Newspapers	Alestle	thealestle	http://www.alestlelive.com	https://www.youtube.com/user/alestlegroup/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheChicagoMaroon	IL	College Newspapers	Chicago Maroon	ChicagoMaroon	http://chicagomaroon.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/OBOIllinois	IL	College Newspapers	Orange and Blue Observer		http://www.orangeandblueobserver.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/dailyillini	IL	College Newspapers	Illini	thedailyillini	http://www.dailyillini.com	https://www.youtube.com/user/thedailyillini/videos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/uicnews	IL	College Newspapers	UIC News	uicnews	http://news.uic.edu/uicnews	https://www.youtube.com/user/uicmedia/videos	usnpl.com	2018-08-02 14:55:24.612585
	IL	College Newspapers	The Journal		http://www.uisjournal.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/WesternCourier	IL	College Newspapers	Western Courier	WCourierNews	http://www.westerncourier.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/albionnewera	IN	Newspapers	Albion New Era	kpcnews	http://kpcnews.com/news/latest/new_era	https://www.youtube.com/user/kpcnewscom	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/AlexandriaTimesTribune	IN	Newspapers	Alexandria Times-Tribune		http://www.elwoodpublishing.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/heraldbulletin	IN	Newspapers	Anderson Herald Bulletin	heraldbulletin	http://www.heraldbulletin.com	http://www.youtube.com/user/HeraldBulletin	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/kpcnews	IN	Newspapers	Angola Herald Republican	kpcnews	http://kpcnews.com/news/latest/heraldrepublican	https://www.youtube.com/user/kpcnewscom	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/fountaincountyneighbor	IN	Newspapers	Fountain County Neighbor		http://www.newsbug.info/fountain_county_neighbor		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/kpcnews	IN	Newspapers	DeKalb Star	kpcnews	http://kpcnews.com/news/latest/eveningstar	http://www.youtube.com/user/kpcnewscom	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/The-Herald-Tribune-Batesville/177935445668076	IN	Newspapers	Herald Tribune 		http://www.batesvilleheraldtribune.com	https://www.youtube.com/channel/UCqx6SglEbqxuz4xuLw-rWyA	usnpl.com	2018-08-02 14:55:24.612585
