city	id	owner	state	station_info	station_name	subchannels	website	source	collection_date
 Fort Walton Beach			FL	 Digital Full-Power - 138 kW	WAWD			stationindex	2018-08-02 14:55:24.612585
 Tulsa		 E.W. Scripps	OK	 Digital Full-Power - 15.9 kW	KJRH	 2.1 KJRH/NBC, 2.2 Live Well Network	http://www.kjrh.com/	stationindex	2018-08-02 14:55:24.612585
 Eufaula		 Oklahoma Educational Television Authority	OK	 Digital Educational Full-Power - 1000 kW	KOET	 3.1 OETA HD/PBS, 3.2 OETA OKLA, 3.3 OETA Create, 3.4 OETA Kids	http://www.oeta.tv	stationindex	2018-08-02 14:55:24.612585
 Tulsa		 Griffin Communications	OK	 Digital Full-Power - 840 kW	KOTV		http://www.kotv.com/	stationindex	2018-08-02 14:55:24.612585
 Tulsa	" ""News Channel 8"""	 Sinclair Broadcast Group	OK	 Digital Full-Power - 316 kW	KTUL		http://www.ktul.com/	stationindex	2018-08-02 14:55:24.612585
 Tulsa		 Oklahoma Educational Television Authority	OK	 Digital Educational Full-Power - 47 kW	KOED	 11.1 OETA HD/PBS, 11.2 OETA OKLA, 11.3 OETA Create, 11.4 OETA Kids	http://www.oeta.tv	stationindex	2018-08-02 14:55:24.612585
 Bartlesville		 Trinity Broadcasting Network	OK	 Digital Full-Power - 400 kW	KDOR	 17.1 KDOR/TBN, 17.2 Church Channel, 17.3 JCTV, 17.4 Enlace USA, 17.5 Smile of a Child 	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Muskogee	" ""CW 12"""	 Griffin Communications	OK	 Digital Full-Power - 1000 kW	KQCW		http://www.cw12.com/	stationindex	2018-08-02 14:55:24.612585
 Tulsa	" ""FOX 23"""	 Newport Television	OK	 Digital Full-Power - 3310 kW	KOKI		http://www.fox23.com/	stationindex	2018-08-02 14:55:24.612585
 Claremore	" ""RSU-TV"""	 Rogers State University	OK	 Digital Educational Full-Power - 2750 kW	KRSC		http://www.rsu.edu/krsc/	stationindex	2018-08-02 14:55:24.612585
 Tulsa	" ""My 41"""	 Newport Television	OK	 Digital Full-Power - 1350 kW	KTFO		http://www.fox23.com/content/my41tulsa/default.aspx	stationindex	2018-08-02 14:55:24.612585
 Okmulgee		 Ion Media Networks	OK	 Digital Full-Power - 1000 kW	KTPX	 44.1 Ion, 44.2 Qubo, 44.3 Ion Life, 44.4 Ion Shop, 44.5 QVC, 44.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Tulsa		 LeSea	OK	 Digital Full-Power - 29 kW	KWHB		http://www.kwhb.com/	stationindex	2018-08-02 14:55:24.612585
 Tulsa		 Las Americas Supermercado	OK	 Digital Low-Power - 15 kW	KXAP-LD			stationindex	2018-08-02 14:55:24.612585
 Tulsa		 Oral Roberts University	OK	 Digital Full-Power - 1780 kW	KGEB		http://www.kgeb.net/	stationindex	2018-08-02 14:55:24.612585
 Naples	" ""Univision 2/51"""	 Silver Point Capital	FL	 Low-Power - 3 kW	WUVF-LP			stationindex	2018-08-02 14:55:24.612585
 Fort Myers		 Fort Myers Broadcasting Company	FL	 Digital Full-Power - 1000 kW	WINK	 11.1 WINK/CBS, 11.2 Weather	http://www.winknews.com/	stationindex	2018-08-02 14:55:24.612585
 Fort Myers		 Tu Programmacion Hispana	FL	 Low-Power - 127 kW	WTPH-LP			stationindex	2018-08-02 14:55:24.612585
 Fort Myers		 Silver Point Capital	FL	 Low-Power - 50 kW	WTLE-LP	 18.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Fort Myers	" ""NBC 2"""	 Waterman Broadcasting	FL	 Digital Full-Power - 1000 kW	WBBH		http://www.nbc-2.com/	stationindex	2018-08-02 14:55:24.612585
 Naples	" ""ABC 7"""	 Montclair Communications	FL	 Digital Full-Power - 1000 kW	WZVN		http://www.wzvntv.com/	stationindex	2018-08-02 14:55:24.612585
 Fort Myers	" ""TV 3"""	 Florida Gulf Coast University	FL	 Digital Educational Full-Power - 1320 kW	WGCU		http://www.wgcu.org/	stationindex	2018-08-02 14:55:24.612585
 Cape Coral	" ""FOX 4"""	 Journal Broadcast Group	FL	 Digital Full-Power - 1000 kW	WFTX		http://www.fox4florida.com/	stationindex	2018-08-02 14:55:24.612585
 Naples		 ZGS Communications	FL	 Class-A - 150 kW	WWDT-CA			stationindex	2018-08-02 14:55:24.612585
 Naples	" ""CW 6"""	 Sun Broadcasting	FL	 Digital Full-Power - 1000 kW	WXCW	 46.1 WXCW/CW, 46.2 MundoMax	http://www.wxcw.com/	stationindex	2018-08-02 14:55:24.612585
 Tice			FL	 Digital Full-Power - 1000 kW	WRXY	 49.1 WRXY	http://www.wrxytv.com/	stationindex	2018-08-02 14:55:24.612585
 Fort Myers	" ""Univision 2/51"""	 Silver Point Capital 	FL	 Low-Power - 150 kW	WLZE-LP			stationindex	2018-08-02 14:55:24.612585
 Beattyville		 Hour of Harvest	KY	 Digital Full-Power - 70 kW	WLJC		http://www.wljc.com/	stationindex	2018-08-02 14:55:24.612585
 Lexington	" ""LEX 18"""	 Evening Post Publishing	KY	 Digital Full-Power - 1100 kW	WLEX		http://www.lex18.com/	stationindex	2018-08-02 14:55:24.612585
 Lexington		 Gray Television	KY	 Digital Full-Power - 30 kW	WKYT		http://www.wkyt.com/	stationindex	2018-08-02 14:55:24.612585
 Lexington	" ""News Channel 36"""	 Nexstar Media Group	KY	 Digital Full-Power - 2240 kW	WTVQ		http://www.wtvq.com/	stationindex	2018-08-02 14:55:24.612585
 Lexington	" ""KET"""		KY	 Digital Educational Full-Power - 45.8 kW	WKLE		http://www.ket.org/	stationindex	2018-08-02 14:55:24.612585
 Danville	" ""FOX 56"""	 Sinclair	KY	 Digital Full-Power - 3390 kW	WDKY		http://www.wdky56.com/	stationindex	2018-08-02 14:55:24.612585
 Morehead		 Ion Media Networks	KY	 Digital Full-Power - 1000 kW	WUPX	 67.1 Ion, 67.2 Qubo, 67.3 Ion Life, 67.4 Ion Shop, 67.5 QVC, 67.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Dayton		 LIN TV	OH	 Digital Full-Power - 100 kW	WDTN		http://www.wdtn.com/	stationindex	2018-08-02 14:55:24.612585
 Dayton		 Cox Media Group	OH	 Digital Full-Power - 1000 kW	WHIO	 7.1 WHIO/CBS	http://www.whiotv.com/	stationindex	2018-08-02 14:55:24.612585
 Dayton	" ""Think TV"""	 Greater Dayton Public TV	OH	 Digital Educational Full-Power - 155 kW	WPTD	 16.1 Think TV HD, 16.2 Think TV Again, 16.3 Think TV Create, 16.4 Think TV Ohio, 16.5 Think TV	http://www.thinktv.org/	stationindex	2018-08-02 14:55:24.612585
 Dayton	" ""ABC 22"""	 Sinclair	OH	 Digital Full-Power - 2340 kW	WKEF		http://www.wkef22.com/	stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""Dayton CW"""	 Acme TV	OH	 Digital Full-Power - 1000 kW	WBDT		http://www.daytonscw.com/	stationindex	2018-08-02 14:55:24.612585
 Dayton	" ""FOX 45"""		OH	 Digital Full-Power - 1000 kW	WRGT		http://www.fox45.com/	stationindex	2018-08-02 14:55:24.612585
 Huntington	" ""WSAZ News Channel 3"""	 Gray Television	WV	 Digital Full-Power - 42.7 kW	WSAZ		http://www.wsaz.com/	stationindex	2018-08-02 14:55:24.612585
 Charleston		 Sinclair	WV	 Digital Full-Power - 158 kW	WCHS		http://www.wchstv.com/	stationindex	2018-08-02 14:55:24.612585
 Charleston	" ""FOX 11"""		WV	 Digital Full-Power - 51 kW	WVAH		http://www.wvah.com/	stationindex	2018-08-02 14:55:24.612585
 Huntington			WV	 Digital Full-Power - 114.8 kW	WOWK		http://www.wowktv.com/	stationindex	2018-08-02 14:55:24.612585
 Charleston		 Christian Television Network Of South Carolina	SC	 Digital Class-A - 15 kW	WLCN-CD	 18.1 CTN, 18.2 CTNi, 18.3 CTN		stationindex	2018-08-02 14:55:24.612585
 Ashland	" ""WKLE / KET"""		KY	 Digital Educational Full-Power - 162 kW	WKAS		http://www.ket.org/	stationindex	2018-08-02 14:55:24.612585
 Charleston		 Ion Media Networks	WV	 Digital Full-Power - 1000 kW	WLPX	 29.1 Ion, 29.2 Qubo, 29.3 Ion Life, 29.4 Ion Shop, 29.5 QVC, 29.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Portsmouth	" ""Q CW"""		OH	 Digital Full-Power - 2040 kW	WQCW		http://www.wqcw.com/	stationindex	2018-08-02 14:55:24.612585
 Huntington			WV	 Digital Educational Full-Power - 1950 kW	WPBY		http://www.wvpubcast.org/	stationindex	2018-08-02 14:55:24.612585
 Portsmouth	" ""WOSU"""	 Ohio State University	OH	 Digital Educational Full-Power - 525 kW	WPBO		http://www.wosu.org/	stationindex	2018-08-02 14:55:24.612585
 Ashland		 Daystar	KY	 Digital Full-Power - 1950 kW	WTSF		http://www.wtsftv.com/	stationindex	2018-08-02 14:55:24.612585
 Bay City		 Meredith	MI	 Digital Full-Power - 100 kW	WNEM		http://www.wnem.com/	stationindex	2018-08-02 14:55:24.612585
 Flint	" ""ABC 12"""	 Lilly Broadcasting	MI	 Digital Full-Power - 30 kW	WJRT	 12.1 WJRT/ABC, 12.2 Live Well Network, 12.3 AccuWeather	http://www.abc12.com/	stationindex	2018-08-02 14:55:24.612585
 Saginaw	" ""NBC News 25"""	 Howard Stirk Holdings	MI	 Digital Full-Power - 193 kW	WEYI	 25.1 NBC, 25.2 The CW, 25.3 TBD	http://nbc25news.com/	stationindex	2018-08-02 14:55:24.612585
 Bad Axe	" ""QTV"""	 Delta College	MI	 Digital Educational Full-Power - 200 kW	WDCQ	 19.1 PBS, 19.2 MHz Worldview, 19.3 Create, 19.4 PBS Kids	http://www.deltabroadcasting.org/	stationindex	2018-08-02 14:55:24.612585
 Bay City	" ""CW 46"""	 Barrington Broadcasting	MI	 Digital Full-Power - 1600 kW	WBSF			stationindex	2018-08-02 14:55:24.612585
 Saginaw		 TCT	MI	 Digital Full-Power - 100 kW	WAQP		http://www.tct-net.org/	stationindex	2018-08-02 14:55:24.612585
 Flint		 Central Michigan University	MI	 Digital Educational Full-Power - 500 kW	WCMZ		http://wcmu.org/	stationindex	2018-08-02 14:55:24.612585
 Flint	" ""FOX 66"""	 Sinclair	MI	 Digital Full-Power - 1170 kW	WSMH		http://wsmh.com/	stationindex	2018-08-02 14:55:24.612585
 Roanoke			VA	 Digital Full-Power - 316 kW	WDBJ		http://www.wdbj7.com/	stationindex	2018-08-02 14:55:24.612585
 Roanoke	" ""News Channel 10"""	 Nexstar Media Group	VA	 Digital Full-Power - 316 kW	WSLS		http://www.wsls.com/	stationindex	2018-08-02 14:55:24.612585
 Lynchburg	" ""ABC 13"""	 Sinclair Broadcast Group	VA	 Digital Full-Power - 302 kW	WSET		http://www.wset.com/	stationindex	2018-08-02 14:55:24.612585
 Roanoke		 Blue Ridge Public Television	VA	 Digital Educational Full-Power - 1820 kW	WBRA		http://www.wbra.org/	stationindex	2018-08-02 14:55:24.612585
 Lynchburg	" ""FOX 21 27"""	 Grant Broadcasting	VA	 Digital Full-Power - 4170 kW	WJPR		http://www.fox2127.com/	stationindex	2018-08-02 14:55:24.612585
 Danville		 Liberty University	VA	 Digital Full-Power - 63 kW	WFFP	 24.1 Cozi TV, 24.2 Movies!		stationindex	2018-08-02 14:55:24.612585
 Roanoke	" ""FOX 21 27"""	 Grant Broadcasting	VA	 Digital Full-Power - 2690 kW	WFXR		http://www.fox2127.com/	stationindex	2018-08-02 14:55:24.612585
 Roanoke		 Ion Media Networks	VA	 Digital Full-Power - 1350 kW	WPXR	 38.1 Ion, 38.2 Qubo, 38.3 Ion Life, 38.4 Ion Shop, 38.5 QVC, 38.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Tucson		 Evening Post Publishing Company	AZ	 Digital Full-Power - 405 kW	KVOA		http://www.kvoa.com/	stationindex	2018-08-02 14:55:24.612585
 Tucson		 University of Arizona	AZ	 Digital Educational Full-Power - 667.5 kW	KUAT	 6.1 KUAT/PBS, 6.2 V-me, 6.3 Create	http://tv.azpm.org/	stationindex	2018-08-02 14:55:24.612585
 Tucson		 Journal Broadcast Group	AZ	 Digital Full-Power - 10.3 kW	KGUN	 9.1 KGUN/ABC, 9.2 Antenna TV	http://www.kgun9.com/	stationindex	2018-08-02 14:55:24.612585
 Tucson	" ""FOX 11"""	 Tegna Media	AZ	 Digital Full-Power - 480 kW	KMSB		http://www.fox11az.com/	stationindex	2018-08-02 14:55:24.612585
 Tucson	" ""KOLD News 13"""	 Raycom Media	AZ	 Digital Full-Power - 108 kW	KOLD	 13.1 KOLD/CBS, 13.2 Weather, 13.3 Off-Air	http://www.kold.com/	stationindex	2018-08-02 14:55:24.612585
 Tucson		 Northstar Media	AZ	 Low-Power - 10 kW	KUDF-LP			stationindex	2018-08-02 14:55:24.612585
 Tucson	" ""My Tucson TV"""	 Tegna Media	AZ	 Digital Full-Power - 480 kW	KTTU		http://www.kttu.com/	stationindex	2018-08-02 14:55:24.612585
 Tucson		 Univision	AZ	 Digital Class-A - 9.9 kW	KFTU-CD	 25.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Tucson			AZ	 Digital Educational Full-Power - 30.2 kW	KUAS	 27.1 KUAS/PBS, 27.2 PBS Kids, 27.3 PBS World	http://tv.azpm.org/	stationindex	2018-08-02 14:55:24.612585
 Tucson		 NBC Universal	AZ	 Digital Full-Power - 396 kW	KHRR			stationindex	2018-08-02 14:55:24.612585
 Green Valley		 Univision Communications	AZ	 Digital Full-Power - 70.8 kW	KUVE	 46.1 KUVE/Univision, 46.2 KFTU-CA/Unimas		stationindex	2018-08-02 14:55:24.612585
 Sierra Vista	" ""CW Tucson"""	 Journal Broadcast Group	AZ	 Digital Full-Power - 1000 kW	KWBA	 58.1 KWBA/CW, 58.3 LATV		stationindex	2018-08-02 14:55:24.612585
 Wichita	" ""KSN"""	 Montecito Broadcast Group	KS	 Digital Full-Power - 100 kW	KSNW		http://www.ksn.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita	" ""Local 5"""	 River City Broadcasters	KS	 Low-Power - 3 kW	KCTU-LP			stationindex	2018-08-02 14:55:24.612585
 Hutchinson		 Kansas Public Telecommunications	KS	 Digital Educational Full-Power - 302 kW	KPTS		http://www.kpts.org/	stationindex	2018-08-02 14:55:24.612585
 Wichita		 Gray Television	KS	 Digital Full-Power - 316 kW	KAKE		http://www.kake.com/	stationindex	2018-08-02 14:55:24.612585
 Hutchinson	" ""Eyewitness News 12"""	 Nexstar Media Group	KS	 Digital Full-Power - 316 kW	KWCH		http://www.kwch.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita		 Ventana Television	KS	 Low-Power - 1.3 kW	K15DD			stationindex	2018-08-02 14:55:24.612585
 Wichita	" ""FOX Kansas"""	 Newport Television	KS	 Digital Full-Power - 3310 kW	KSAS		http://www.foxkansas.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita		 Trinity Broadcasting Network	KS	 Low-Power - 9 kW	K28JB			stationindex	2018-08-02 14:55:24.612585
 Derby		 Entravision	KS	 Digital Full-Power - 1000 kW	KDCU			stationindex	2018-08-02 14:55:24.612585
 Wichita	" ""Kansas' CW"""	 Schurz Communications	KS	 Digital Full-Power - 1000 kW	KSCW	 33.1 KSCW/CW	http://www.kansascw.com/	stationindex	2018-08-02 14:55:24.612585
 Hutchinson	" ""My TV Wichita"""	 Mercury Broadcasting Company	KS	 Digital Full-Power - 3500 kW	KSCC		http://www.mytvwichita.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita		 Great Plains Television Network	KS	 Class-A - 5 kW	KGPT-CA	 49.1 The Nashville Network (TNN), 49.2 Azteca America, 49.3 AcuuWeather, 49.4 Bounce TV		stationindex	2018-08-02 14:55:24.612585
 Wichita		 Digital Networks Wichita (Luken Communications)	KS	 Digital Low-Power - 14 kW	KSMI-LP	 51.1 Retro Television Network, 51.2 My Family TV, 51.3 PBJ, 51.4 TUFF TV, 51.5 Frost Great Outdoors, 51.6 Jewelry Television		stationindex	2018-08-02 14:55:24.612585
 Green Bay	" ""Action 2 News"""	 Gray Television	WI	 Digital Full-Power - 1000 kW	WBAY		http://www.wbay.com/	stationindex	2018-08-02 14:55:24.612585
 Green Bay	" ""CBS 5"""	 Liberty Media Corporation	WI	 Digital Full-Power - 100 kW	WFRV		http://www.wfrv.com/	stationindex	2018-08-02 14:55:24.612585
 Green Bay	" ""FOX 11"""	 LIN TV	WI	 Digital Full-Power - 316 kW	WLUK		http://www.wluk.com/	stationindex	2018-08-02 14:55:24.612585
 Suring	" ""Wisconsin CW"""	 Acme TV	WI	 Digital Full-Power - 1000 kW	WIWB		http://www.wisconsinscw.com/	stationindex	2018-08-02 14:55:24.612585
 Green Bay	" ""NBC 26"""	 Journal Broadcast Group	WI	 Digital Full-Power - 1000 kW	WGBA		http://www.wgba.com/	stationindex	2018-08-02 14:55:24.612585
 Appleton	" ""My 32"""	 ACE TV	WI	 Digital Full-Power - 1050 kW	WACY		http://www.mynew32.com/	stationindex	2018-08-02 14:55:24.612585
 Green Bay	" ""WPT"""	 Wisconsin Educational Communications Board	WI	 Digital Educational Full-Power - 1070 kW	WPNE		http://www.wpt.org/	stationindex	2018-08-02 14:55:24.612585
 Ames	" ""Eyewitness News 5"""	 Capital Communications	IA	 Digital Full-Power - 100 kW	WOI		http://www.woitv.com/	stationindex	2018-08-02 14:55:24.612585
 Des Moines	" ""KCCI News Channel 8"""	 Hearst Television	IA	 Digital Full-Power - 316 kW	KCCI		http://www.kcci.com/	stationindex	2018-08-02 14:55:24.612585
 Des Moines		 Iowa Public Broadcasting	IA	 Digital Educational Full-Power - 316 kW	KDIN		http://www.iptv.org/	stationindex	2018-08-02 14:55:24.612585
 Des Moines		 Local TV, LLC	IA	 Digital Full-Power - 316 kW	WHO		http://www.whotv.com/	stationindex	2018-08-02 14:55:24.612585
 Des Moines	" ""FOX 17"""	 Sinclair	IA	 Digital Full-Power - 500 kW	KDSM		http://www.kdsm.com/	stationindex	2018-08-02 14:55:24.612585
 Ames	" ""CW 23"""	 Pappas Telecasting	IA	 Digital Full-Power - 236 kW	KCWI		http://www.kpwb.com/	stationindex	2018-08-02 14:55:24.612585
 Newton		 Ion Media Networks	IA	 Digital Full-Power - 4470 kW	KFPX	 39.1 Ion, 39.2 Qubo, 39.3 Ion Life, 39.4 Ion Shop, 39.5 QVC, 39.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Des Moines		 Pappas Telecasting	IA	 Digital Full-Power - 839 kW	KDMI			stationindex	2018-08-02 14:55:24.612585
 Honolulu		 New Vision Television	HI	 Digital Full-Power - 7.2 kW	KHON		http://www.khon.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu		 Hearst Television	HI	 Digital Full-Power - 85 kW	KITV		http://www.kitv.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu		 Raycom Media	HI	 Digital Full-Power - 7.2 kW	KGMB	 5.1 CBS, 5.2 This TV, 5.3 Escape	http://www.kgmb.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu	" ""K-5"""	 MCG Capital Corporation	HI	 Digital Full-Power - 50 kW	KFVE	 9.1 My Network TV	http://www.k5thehometeam.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu	" ""PBS Hawaii"""	 Hawaii Public Telrvision	HI	 Digital Educational Full-Power - 15.7 kW	KHET		http://www.pbshawaii.org/	stationindex	2018-08-02 14:55:24.612585
 Honolulu	" ""KHNL NBC 8"""	 Raycom	HI	 Digital Full-Power - 25 kW	KHNL	 13.1 NBC, 13.2 Antenna TV, 13.3 Grit	http://www.hawaiinewsnow.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu		 LeSea	 Honolulu	 Digital Full-Power - 20 kW	KWHE		http://www.kwhe.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu		 Asian Media Group	HI	 Digital Full-Power - 60.7 kW	KIKU		http://www.kikutv.com/	stationindex	2018-08-02 14:55:24.612585
 Honolulu		 Trinity Broadcasting Network	HI	 Digital Full-Power - 262 kW	KAAH	 26.1 KAAH/TBN, 26.2 Church Channel, 26.3 JCTV, 26.4 Enlace USA, 26.5 Smile of a Child 	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Honolulu		 The Allen Broadcasting Corporation	HI	 Digital Full-Power - 108 kW	KBFD			stationindex	2018-08-02 14:55:24.612585
 Honolulu	" ""K38"""	 Pacifica Broadcasting Company	HI	 Digital Educational Full-Power - 155 kW	KALO			stationindex	2018-08-02 14:55:24.612585
 Honolulu		 Daystar Television Network	HI	 Digital Educational Full-Power - 6.46 kW	KWBN			stationindex	2018-08-02 14:55:24.612585
 Kailua		 Kailua Television	HI	 Digital Full-Power - 12 kW	KKAI			stationindex	2018-08-02 14:55:24.612585
 Waimanalo		 Oceania Christian Church	HI	 Digital Full-Power - 12 kW	KUPU			stationindex	2018-08-02 14:55:24.612585
 Kaneohe		 Ion Media Networks	HI	 Digital Full-Power - 34 kW	KPXO	 66.1 Ion, 66.2 Qubo, 66.3 Ion Life, 66.4 Ion Shop, 66.5 QVC, 66.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Toledo		 Raycom	OH	 Digital Full-Power - 316 kW	WTOL		http://www.wtol.com/	stationindex	2018-08-02 14:55:24.612585
 Toledo	" ""13 ABC"""	 Lilly Broadcasting	OH	 Digital Full-Power - 16.7 kW	WTVG	 13.1 WTVG/ABC, 13.2 Live Well Network, 13.3 Weather 	http://www.13abc.com/	stationindex	2018-08-02 14:55:24.612585
 Toledo	" ""NBC 24"""	 Barrington Broadcasting	OH	 Digital Full-Power - 4370 kW	WNWO	 24.1 WNWO/NBC, 24.2 Retro Television Network, 24.3 America One	http://www.wnwo.com/	stationindex	2018-08-02 14:55:24.612585
 Bowling Green		 Bowling Green State University	OH	 Digital Educational Full-Power - 1000 kW	WBGU		http://www.wbgu.org/	stationindex	2018-08-02 14:55:24.612585
 Toledo		 Public Broadcasting Foundation of Northwest Ohio	OH	 Digital Educational Full-Power - 1000 kW	WGTE		http://www.wgte.org/	stationindex	2018-08-02 14:55:24.612585
 Toledo	" ""Fox Toledo"""	 LIN TV	OH	 Digital Full-Power - 1950 kW	WUPW		http://www.foxtoledo.com/	stationindex	2018-08-02 14:55:24.612585
 Toledo		 Dominion Broadcasting	OH	 Digital Full-Power - 4170 kW	WLMB		http://www.wlmb.com/	stationindex	2018-08-02 14:55:24.612585
 Toledo			OH	 Class-A - 11 kW	WNGT-LP		http://www.wngt.com/	stationindex	2018-08-02 14:55:24.612585
 Sandusky		 Christian Faith Broadcast	OH	 Digital Full-Power - 1450 kW	WGGN			stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""KY 3"""	 Schurz Communications	MO	 Digital Full-Power - 95.5 kW	KYTV		http://www.ky3.com/	stationindex	2018-08-02 14:55:24.612585
 Springfield		 Mission Broadcasting	MO	 Digital Full-Power - 20 kW	KOLR		http://www.kolr10.com/	stationindex	2018-08-02 14:55:24.612585
 Springfield		 Schurz Communications	MO	 Low-Power - 18.9 kW	K15CZ		http://www.theozarkscw.com/	stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""Ozarks Public Television"""	 Southwest Missouri State University	MO	 Digital Educational Full-Power - 100 kW	KOZK		http://www.optv.org/	stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""Ozarks Local"""	 Nexstar	MO	 Digital Full-Power - 1000 kW	KOZL	 27.1 KOZL/Independent	http://www.ozarksfirst.com/	stationindex	2018-08-02 14:55:24.612585
 Harrison		 Daystar Television Network	AR	 Digital Full-Power - 131 kW	KWBM	 31.1 Daystar		stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""KSPR ABC 33"""	 Piedmont Television	MO	 Digital Full-Power - 1000 kW	KSPR	 33.1 KSPR/ABC	http://www.kspr.com/	stationindex	2018-08-02 14:55:24.612585
 Branson	" ""The Vacation Channel Branson"""	 The Vacation Channel	MO	 Digital Class-A - 15 kW	KBNS-CD	 36.1 Tourist Info/The Vacation Channel, 36.2 AccuWeather		stationindex	2018-08-02 14:55:24.612585
 Osage Beach		 Koplar Communications	MO	 Digital Full-Power - 615 kW	KRBK	 49.1 KRBK/Fox	http://www.foxkrbk.com/	stationindex	2018-08-02 14:55:24.612585
 Spokane		 Tegna Media	WA	 Digital Full-Power - 893 kW	KREM		http://www.krem.com/	stationindex	2018-08-02 14:55:24.612585
 Spokane		 Morgan Murphy Media	WA	 Digital Full-Power - 23.3 kW	KXLY		http://www.kxly.com/	stationindex	2018-08-02 14:55:24.612585
 Spokane		 Cowles Publishing Company	WA	 Digital Full-Power - 45.1 kW	KHQ	 6.1 KHQ/NBC, 6.2 SWX Right Now Weather	http://www.khq.com/	stationindex	2018-08-02 14:55:24.612585
 Spokane		 Spokane Public Schools	WA	 Digital Educational Full-Power - 21.6 kW	KSPS		http://www.ksps.org/	stationindex	2018-08-02 14:55:24.612585
 Pullman		 Washington State University	WA	 Digital Educational Full-Power - 6.2 kW	KWSU		http://www.kwsu.org/	stationindex	2018-08-02 14:55:24.612585
 Spokane	" ""CW 22"""	 Tegna Media	WA	 Digital Full-Power - 250 kW	KSKN		http://www.krem.com/cwtv/	stationindex	2018-08-02 14:55:24.612585
 Pullman	" ""KQUP 24"""	 Daystar Television Network	WA	 Digital Full-Power - 57 kW	KQUP	 24.1 Daystar		stationindex	2018-08-02 14:55:24.612585
 Coeur d'Alene	" ""Idaho PTV"""	 Idaho State Board of Education	ID	 Digital Educational Full-Power - 38 kW	KCDT		http://www.idahoptv.org/	stationindex	2018-08-02 14:55:24.612585
 Spokane	" ""FOX 28"""	 Northwest Broadcasting	WA	 Digital Full-Power - 91.4 kW	KAYU	 28.1 KAYU/FOX, 28.2 This TV	http://www.kayutv.com/	stationindex	2018-08-02 14:55:24.612585
 Spokane		 ION Media Networks	WA	 Digital Full-Power - 104 kW	KGPX	 34.1 Ion, 34.2 Qubo, 34.3 Ion Life, 34.4 Ion Shop, 34.5 QVC, 34.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Omaha	" ""KM3 News"""	 Journal Broadcast Group	NE	 Digital Full-Power - 1000 kW	KMTV		http://www.km3news.com/	stationindex	2018-08-02 14:55:24.612585
 Omaha	" ""6 News"""	 Gray Television	NE	 Digital Full-Power - 1000 kW	WOWT	 6.1 WOWT/NBC, 6.2 Weather	http://www.wowt.com/	stationindex	2018-08-02 14:55:24.612585
 Omaha		 Hearst Television	NE	 Digital Full-Power - 700 kW	KETV		http://www.ketv.com/	stationindex	2018-08-02 14:55:24.612585
 Omaha	" ""CW Nebraska"""	 Mitts Telecasting	NE	 Digital Full-Power - 490 kW	KXVO		http://www.kxvo.com/	stationindex	2018-08-02 14:55:24.612585
 Omaha			NE	 Class-A - 12 kW	KKAZ-CA			stationindex	2018-08-02 14:55:24.612585
 Omaha	" ""NETV"""	 Nebraska Educational Telecommunications	NE	 Digital Educational Full-Power - 525 kW	KYNE		http://mynptv.org/nptv/	stationindex	2018-08-02 14:55:24.612585
 Council Bluffs	" ""IPTV"""	 Iowa Public Broadcasting	IA	 Digital Educational Full-Power - 200 kW	KBIN		http://www.iptv.org/	stationindex	2018-08-02 14:55:24.612585
 Red Oak	" ""IPTV"""	 Iowa Public Broadcasting	IA	 Digital Educational Full-Power - 600 kW	KHIN		http://www.iptv.org/	stationindex	2018-08-02 14:55:24.612585
 Omaha		 TTBG, LLC	NE	 Digital Full-Power - 700 kW	KPTM	 42.1 KPTM/FOX, 42.2 My Network TV	http://www.kptm.com/	stationindex	2018-08-02 14:55:24.612585
 Portland		 Tegna Media	ME	 Digital Full-Power - 100 kW	WCSH		http://www.wcsh6.com/	stationindex	2018-08-02 14:55:24.612585
