city	id	owner	state	station_info	station_name	subchannels	website	source	collection_date
 Hartford		 R and S Broadcasting	CT	 Low-Power - 60 kW	WRNT-LP			stationindex	2018-08-02 14:55:24.612585
 Bridgeport	" ""CPTV"""		CT	 Digital Educational Full-Power - 1950 kW	WEDW		http://www.cptv.org/	stationindex	2018-08-02 14:55:24.612585
 Norwich	" ""CPTV"""		CT	 Digital Educational Full-Power - 794 kW	WEDN		http://www.cptv.org/	stationindex	2018-08-02 14:55:24.612585
 New Haven	" ""My 9"""	 LIN TV	CT	 Digital Full-Power - 1000 kW	WCTX		http://www.mytv9web.com/	stationindex	2018-08-02 14:55:24.612585
 Hartford	" ""FOX CT"""	 Tribune	CT	 Digital Full-Power - 1000 kW	WTIC		http://www.ctnow.com/	stationindex	2018-08-02 14:55:24.612585
 New Haven	" ""CPTV"""		CT	 Digital Educational Full-Power - 7.9 kW	WEDY		http://www.cptv.org/	stationindex	2018-08-02 14:55:24.612585
 Kansas City	" ""FOX 4"""	 Local TV LLC	MO	 Digital Full-Power - 100 kW	WDAF		http://www.fox4kc.com/	stationindex	2018-08-02 14:55:24.612585
 Kansas City		 Meredith	MO	 Digital Full-Power - 100 kW	KCTV		http://www.kctv5.com/	stationindex	2018-08-02 14:55:24.612585
 Sedalia		 University of Central Missouri	MO	 Digital Educational Full-Power - 100 kW	KMOS		http://www.kmos.org/	stationindex	2018-08-02 14:55:24.612585
 Kansas City		 Hearst Television	MO	 Digital Full-Power - 316 kW	KMBC	 9.1 KMBC/ABC, 9.2 Weather, 9.3 MeTV	http://www.kmbc.com/	stationindex	2018-08-02 14:55:24.612585
 Kansas City			MO	 Digital Educational Full-Power - 1160 kW	KCPT		http://www.kcpt.org/	stationindex	2018-08-02 14:55:24.612585
 Kansas City	" ""kcwe 29"""	 Hearst Television	MO	 Digital Full-Power - 1000 kW	KCWE	 29.1 KCWE/CW, 29.2 This TV	http://www.thekansascitychannel.com/kcwetv/	stationindex	2018-08-02 14:55:24.612585
 Lawrence	" ""38 The Spot"""	 E.W. Scripps	KS	 Digital Full-Power - 1000 kW	KMCI	 38.1 KMCI, 38.2 Live Well Network	http://www.kmci.com/	stationindex	2018-08-02 14:55:24.612585
 Kansas City	" ""Action News"""	 E.W. Scripps	MO	 Digital Full-Power - 730 kW	KSHB	 41.1 KSHB/NBC, 41.2 Action Weather Plus	http://www.nbcactionnews.com/	stationindex	2018-08-02 14:55:24.612585
 Kansas City		 Ion Media Networks	MO	 Digital Full-Power - 1170 kW	KPXE	 50.1 Ion, 50.2 Qubo, 50.3 Ion Life, 50.4 Ion Shop, 50.5 QVC, 50.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Kansas City	" ""MY KSMO TV"""	 Meredith	MO	 Digital Full-Power - 1000 kW	KSMO		http://www.myksmotv.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""NBC 4"""	 Nexstar Media Group	OH	 Digital Full-Power - 100 kW	WCMH		http://www.nbc4i.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""ABC 6"""	 Sinclair	OH	 Digital Full-Power - 59 kW	WSYX		http://www.wsyx6.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus		 Dispatch Broadcast Group	OH	 Digital Full-Power - 316 kW	WBNS		http://www.wbns10tv.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""FOX 28"""		OH	 Digital Full-Power - 1910 kW	WTTE		http://www.wtte28.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus		 Columbus Television, LLC	OH	 Digital Low-Power - 15 kW	WCSN-LD	 32.1 WCSN, 32.2 Cozi TV, 32.3 Dalmar TV, 32.4 TV Africa Network, 32.5 Guide Us TV, 32.6 Prime TV Network, 32.7 Soul of the South Network, 32.8 Infomercials		stationindex	2018-08-02 14:55:24.612585
 Columbus		 Ohio State University	OH	 Digital Educational Full-Power - 250 kW	WOSU		http://www.wosu.org/	stationindex	2018-08-02 14:55:24.612585
 Newark		 Trinity Broadcasting Network	OH	 Digital Full-Power - 1000 kW	WSFJ	 51.1 WSFJ/TBN, 51.2 Church Channel, 51.3 JCTV, 51.4 Enlace USA, 51.5 Smile of a Child		stationindex	2018-08-02 14:55:24.612585
 Chillicothe	" ""CW Columbus"""	 LIN TV	OH	 Digital Full-Power - 1000 kW	WWHO		http://www.wwhotv.com/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City		 Sinclair Broadcast Group	UT	 Digital Full-Power - 423 kW	KUTV	 2.1 KUTV/CBS, 2.2 This TV	http://www.kutv.com/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City	" ""ABC 4"""	 Newport Television	UT	 Digital Full-Power - 475.7 kW	KTVX	 4.1 KTVX/ABC, 4.2 The Hive	http://www.4utah.com/	stationindex	2018-08-02 14:55:24.612585
 Cedar City		 Southwest Media, LLC	UT	 Digital Full-Power - 25 kW	KCSG		http://www.kcsg.com/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City		 Bonneville	UT	 Digital Full-Power - 546 kW	KSL	 5.1 KSL/NBC, 5.2 Live Well, 5.3 KSL Weather	http://www.ksl.com/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City		 University of Utah	UT	 Digital Educational Full-Power - 239 kW	KUED	 7.1 KUED/PBS, 7.2 PBS World, 7.3 V-me	http://www.kued.org/	stationindex	2018-08-02 14:55:24.612585
 Ogden	" ""UEN-TV"""	 Utah State Board of Regents	UT	 Digital Educational Full-Power - 200 kW	KUEN	 9.1 KUEN, 9.2 MHz Worldview	http://www.uen.org/tv/	stationindex	2018-08-02 14:55:24.612585
 Provo		 Brigham Young University	UT	 Digital Educational Full-Power - 346 kW	KBYU	 11.1 KBYU/PBS, 11.2 BYU, 11.3 BYU International, 11.4 Create	http://www.kbyutv.org/	stationindex	2018-08-02 14:55:24.612585
 Logan		 Daystar Television Network	UT	 Digital Full-Power - 22.3 kW	KUTF			stationindex	2018-08-02 14:55:24.612585
 St. George	" ""My Utah TV"""	 Sinclair Broadcast Group	UT	 Digital Full-Power - 3.2 kW	KMYU	 12.1 My Network TV	http://kmyu.tv/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City	" ""FOX 13"""	 Local TV LLC	UT	 Digital Full-Power - 350 kW	KSTU		http://www.fox13now.com/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City		 Sinclair Broadcast Group	UT	 Digital Full-Power - 200 kW	KJZZ	 14.1 KJZZ/Independent, 14.2 Comet, 14.3 Off Air, 14.4 Charge!	http://www.kjzz.com/	stationindex	2018-08-02 14:55:24.612585
 Provo		 Ion Media Networks	UT	 Digital Full-Power - 530 kW	KUPX	 16.1 Ion, 16.2 Qubo, 16.3 Ion Life, 16.4 Ion Shop, 16.5 QVC, 16.6 HSN	http://www.iontelevision.com/	stationindex	2018-08-02 14:55:24.612585
 Richfield	" ""PBS/KUED"""	 University of Utah	UT	 Digital Educational Full-Power - 0.33 kW	KUES		http://www.kued.org/	stationindex	2018-08-02 14:55:24.612585
 Salt Lake City		 Craig and Marilyn Caples & William Mitchell	UT	 Digital Low-Power - 11 kW	KPDR-LD	 19.1 Youtoo TV, 19.2 Tuff TV, 19.3 WizeBuys, 19.4 TV Scout, 19.5 UCCTV, 19.6 Local Programming		stationindex	2018-08-02 14:55:24.612585
 Salt Lake City	" ""TV 20"""	 Alpha & Omega Communications	UT	 Digital Full-Power - 560 kW	KTMW		http://www.tv20.tv/	stationindex	2018-08-02 14:55:24.612585
 Ogden	" ""Estrella TV KPNZ 24"""	 Liberman Broadcasting	UT	 Digital Full-Power - 450 kW	KPNZ	 24.1 KPNZ/Estrella TV		stationindex	2018-08-02 14:55:24.612585
 Ogden	" ""CW 30"""	 High Plains Broadcasting	UT	 Digital Full-Power - 200 kW	KUCW		http://www.cw30.com/	stationindex	2018-08-02 14:55:24.612585
 Provo		 Univision Communications	UT	 Digital Full-Power - 194 kW	KUTH			stationindex	2018-08-02 14:55:24.612585
 Salt Lake City		 NBC Universal	UT	 Class-A - 37 kW	KEJT-LP			stationindex	2018-08-02 14:55:24.612585
 Cincinnati		 Hearst Television	OH	 Digital Full-Power - 100 kW	WLWT		http://www.wlwt.com/	stationindex	2018-08-02 14:55:24.612585
 Cincinnati		 E.W. Scripps	OH	 Digital Full-Power - 880 kW	WCPO	 9.1 WCPO/ABC, 9.2 Live Well Network	http://www.wcpo.com/	stationindex	2018-08-02 14:55:24.612585
 Cincinnati	" ""Local 12"""	 Newport Television	OH	 Digital Full-Power - 316 kW	WKRC		http://www.wkrc.com/	stationindex	2018-08-02 14:55:24.612585
 Oxford			OH	 Digital Educational Full-Power - 204 kW	WPTO		http://www.thinktv.org/	stationindex	2018-08-02 14:55:24.612585
 Newport	" ""FOX 19"""	 Raycom	KY	 Digital Full-Power - 4680 kW	WXIX	 19.1 WXIX/FOX, 19.2 This TV	http://www.wxix.com/	stationindex	2018-08-02 14:55:24.612585
 Cincinnati		 Elliott Block / Block Communications	OH	 Digital Class-A - 15 kW	WOTH-CD	 20.1 Movies, 20.2 Decades, 20.3 Antenna TV, 20.4 Tuff TV, 20.5 AMG TV	http://wothtv.com/	stationindex	2018-08-02 14:55:24.612585
 Cincinnati	" ""WKRP TV"""	 Elliott Block / Block Communications	OH	 Digital Low-Power - 15 kW	WBQC-LD	 25.1 WKRP/Cozi TV, 25.2 This TV, 25.3 RTV, 25.4 Jewelry TV, 25.5 Heartland TV, 25.6 SonLife	http://wkrp.tv/	stationindex	2018-08-02 14:55:24.612585
 Richmond		 Trinity Broadcasting Network	IN	 Digital Full-Power - 500 kW	WKOI	 39.1 WKOI/TBN, 39.2 Church Channel, 39.3 JCTV, 39.4 Enlace USA, 39.5 Smile of a Child	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Cincinnati			OH	 Digital Educational Full-Power - 400 kW	WCET		http://www.cetconnect.org/	stationindex	2018-08-02 14:55:24.612585
 Covington			KY	 Digital Educational Full-Power - 53.5 kW	WCVN		http://www.ket.org/	stationindex	2018-08-02 14:55:24.612585
 Cincinnati	" ""MY 64"""	 Sinclair	OH	 Digital Full-Power - 675 kW	WSTR		http://www.my64.tv/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""TMJ 4"""	 Journal Broadcast Group	WI	 Digital Full-Power - 1000 kW	WTMJ	 4.1 WTMJ/NBC, 4.2 Storm Team 4 Weather, 4.3 Living Well Network	http://www.todaystmj4.com/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""FOX 6"""	 Local TV LLC	WI	 Digital Full-Power - 100 kW	WITI		http://www.fox6now.com/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""MPTV"""		WI	 Digital Educational Full-Power - 251 kW	WMVS		http://www.mptv.org/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee		 Hearst Television	WI	 Digital Full-Power - 316 kW	WISN		http://www.wisn.com/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""CW 18"""	 Sinclair	WI	 Digital Full-Power - 1000 kW	WVTV		http://www.thattvwebsite.com/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""My 24"""	 Sinclair	WI	 Digital Full-Power - 625 kW	WCGV		http://www.thattvwebsite.com/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee			WI	 Digital Full-Power - 1070 kW	WVCY		http://www.vcyamerica.org/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee			WI	 Digital Educational Full-Power - 4790 kW	WMVT		http://www.mptv.org/	stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""Me TV Milwaukee"""	 Weigel Broadcasting	WI	 Digital Class-A - 15 kW	WBME-CD	 41.1 WBME/Me TV	http://www.metvmilwaukee.com/	stationindex	2018-08-02 14:55:24.612585
 Racine		 Weigel Broadcasting	WI	 Digital Full-Power - 500 kW	WMLW	 49.1 WMLW, 49.2 Bounce TV, 49.4 Telemundo/WYTU-LD	http://www.wmlw.com/	stationindex	2018-08-02 14:55:24.612585
 Mayville		 Trinity Broadcasting Network	WI	 Digital Full-Power - 300 kW	WWRS	 52.1 WWRS/TBN, 52.2 Church Channel, 52.3 JCTV, 52.4 Enlace USA, 52.5 Smile of a Child	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Kenosha		 Ion Media Networks	WI	 Digital Full-Power - 1000 kW	WPXE	 55.1 Ion, 55.2 Qubo, 55.3 Ion Life, 55.4 Ion Shop, 55.5 QVC, 55.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Milwaukee	" ""CBS 58"""	 Weigel Broadcasting	WI	 Digital Full-Power - 1000 kW	WDJT	 58.1 WDJT/CBS, 58.2 WBME-CD/Me TV, 58.3 Heroes & Icons, 58.4 Decades	http://www.cbs58.com/	stationindex	2018-08-02 14:55:24.612585
 Fond Du Lac		 Caballero Acquisition, LLC	WI	 Digital Full-Power - 9 kW	WIWN	 68.1 WIWN/SonLife		stationindex	2018-08-02 14:55:24.612585
 Greenville		 Hearst Television	SC	 Digital Full-Power - 100 kW	WYFF		http://www.wyff4.com/	stationindex	2018-08-02 14:55:24.612585
 Spartanburg	" ""News Channel 7"""	 Nexstar Media Group	SC	 Digital Full-Power - 316 kW	WSPA		http://www.wspa.com/	stationindex	2018-08-02 14:55:24.612585
 Asheville		 Sinclair	NC	 Digital Full-Power - 178 kW	WLOS		http://www.wlos.com/	stationindex	2018-08-02 14:55:24.612585
 Greenville		 Dove Broadcasting	SC	 Digital Full-Power - 1120 kW	WGGS		http://www.dovebroadcasting.com/	stationindex	2018-08-02 14:55:24.612585
 Asheville	" ""FOX Carolina"""	 Meredith	NC	 Digital Full-Power - 3390 kW	WHNS		http://www.whns.com/	stationindex	2018-08-02 14:55:24.612585
 Greenville			SC	 Digital Educational Full-Power - 1000 kW	WNTV		http://www.scetv.org/	stationindex	2018-08-02 14:55:24.612585
 Asheville	" ""UNC TV"""	 University of North Carolina	NC	 Digital Educational Full-Power - 1510 kW	WUNF		http://www.unctv.org/	stationindex	2018-08-02 14:55:24.612585
 Greenwood			SC	 Digital Educational Full-Power - 1780 kW	WNEH		http://www.scetv.org/	stationindex	2018-08-02 14:55:24.612585
 Anderson	" ""My 40"""		SC	 Digital Full-Power - 2570 kW	WMYA		http://www.my40.tv/	stationindex	2018-08-02 14:55:24.612585
 Spartanburg			GA	 Digital Educational Full-Power - 1740 kW	WRET		http://www.wret.org/	stationindex	2018-08-02 14:55:24.612585
 Asheville	" ""CW 62"""	 Nexstar Media Group	NC	 Digital Full-Power - 1000 kW	WYCW		http://www.yourcw.tv/	stationindex	2018-08-02 14:55:24.612585
 Fredericksburg		 Corridor Television	TX	 Digital Full-Power - 23.7 kW	KCWX	 2.1 KCWX/My Network TV		stationindex	2018-08-02 14:55:24.612585
 San Antonio		 High Plains Broadcasting	TX	 Digital Full-Power - 905 kW	WOAI		http://www.woai.com/	stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Tegna Media	TX	 Digital Full-Power - 1000 kW	KENS		http://www.kens5.com/	stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Alamo Public Telecommunications Council	TX	 Digital Educational Full-Power - 13.6 kW	KLRN		http://www.klrn.org/	stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Graham Media Group	TX	 Digital Full-Power - 17.6 kW	KSAT	 12.1 KSAT/ABC, 12.2 LATV	http://www.ksat.com/	stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Three Angels Broadcasting Network	TX	 Low-Power - 53 kW	K14LM			stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Louis Martinez Family Group	TX	 Low-Power - 10 kW	KMXU-LP			stationindex	2018-08-02 14:55:24.612585
 Blano	" ""Unimas 17"""	 Univision Communications	TX	 Digital Full-Power - 400 kW	KNIC	 17.1 Unimas, 17.2 Escape		stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Trinity Broadcasting Network	TX	 Digital Educational Full-Power - 500 kW	KHCE		http://www.khce.org/	stationindex	2018-08-02 14:55:24.612585
 Uvalde		 Ion Media Networks	TX	 Digital Full-Power - 228 kW	KPXL	 26.1 Ion, 26.2 Qubo, 26.3 Ion Life, 26.4 Ion Shop, 26.5 QVC, 26.6 HSN		stationindex	2018-08-02 14:55:24.612585
 San Antonio	" ""FOX 29"""	 Sinclair Broadcast Group	TX	 Digital Full-Power - 1000 kW	KABB		http://www.kabb.com/	stationindex	2018-08-02 14:55:24.612585
 San Antonio	" ""Azteca 31 San Antonio"""	 Northstar Media	TX	 Digital Class-A - 15 kW	KVDF-CA			stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Univision	 San Antonio	 Digital Class-A - 15 kW	KNIC-CD			stationindex	2018-08-02 14:55:24.612585
 Kerrville	" ""CW 35"""	 Sinclair Broadcast Group	TX	 Digital Full-Power - 1000 kW	KMYS	 35.1 KMYS/CW, 35.2 Blank	http://www.kmys.tv/	stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Mako Communications	TX	 Low-Power - 7 kW	KISA-LP			stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Univision Communications	TX	 Digital Full-Power - 580 kW	KWEX	 41.1 Univision, 41.2 GetTV, 41.3 Grit TV		stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Caballero Television	TX	 Digital Class-A - 51 kW	KGMM-CD		http://www.tr3s.com/	stationindex	2018-08-02 14:55:24.612585
 San Antonio		 Mintz Broadcasting	TX	 Low-Power - 9.5 kW	K51JF			stationindex	2018-08-02 14:55:24.612585
 San Antonio		 NBC Universal	TX	 Digital Full-Power - 1000 kW	KVDA		http://sanantonio.holaciudad.com/	stationindex	2018-08-02 14:55:24.612585
 West Palm Beach		 E.W. Scripps	FL	 Digital Full-Power - 50 kW	WPTV	 5.1 WPTV/NBC, 5.2 Live Well Network	http://www.wptv.com/	stationindex	2018-08-02 14:55:24.612585
 West Palm Beach	" ""News 12"""	 Freedom Communications	FL	 Digital Full-Power - 316 kW	WPEC		http://www.wpecnews12.com/	stationindex	2018-08-02 14:55:24.612585
 Fort Pierce		 Jacksonville Educators Broadcasting	FL	 Digital Educational Full-Power - 765 kW	WTCE	 20.1 WTCE/TBN, 20.2 Church Channel, 20.3 JCTV, 20.4 Enlace USA, 20.5 Smile of a Child	http://www.wjeb.org/	stationindex	2018-08-02 14:55:24.612585
 Tequesta		 Hearst Television	FL	 Digital Full-Power - 1000 kW	WPBF		http://www.wpbf.com/	stationindex	2018-08-02 14:55:24.612585
 West Palm Beach	" ""FOX 29"""	 Raycom	FL	 Digital Full-Power - 1000 kW	WFLX		http://www.wflxfox29.com/	stationindex	2018-08-02 14:55:24.612585
 Fort Pierce	" ""West Palm CW"""	 Sinclair Broadcast Group	FL	 Digital Full-Power - 1000 kW	WTVX		http://cw34.com/	stationindex	2018-08-02 14:55:24.612585
 West Palm Beach		 Barry Telecommunications	FL	 Digital Educational Full-Power - 2140 kW	WXEL		http://www.wxel.org/	stationindex	2018-08-02 14:55:24.612585
 Palm Beach	" ""My 15"""	 Sinclair Broadcast Group	FL	 Class-A - 150 kW	WTCN-CA		http://my15wtcn.com/	stationindex	2018-08-02 14:55:24.612585
 Stuart		 Sinclair Broadcast Group	FL	 Digital Class-A - 2.1 kW	WWHB-CA			stationindex	2018-08-02 14:55:24.612585
 West Palm Beach		 H&R Production Group	FL	 Digital Low-Power - 40 kW	WBWP-LD			stationindex	2018-08-02 14:55:24.612585
 Stuart		 MIG Broadcast Group / Guenter Marksteiner	FL	 Digital Full-Power - 700 kW	WHDT	 59.1 WHDT/Weather Nation	http://www.whdt.net/	stationindex	2018-08-02 14:55:24.612585
 Palm Beach		 Christian Television of Palm Beach County	FL	 Digital Full-Power - 2400 kW	WFGC		http://www.wfgc.com/	stationindex	2018-08-02 14:55:24.612585
 Boca Raton		 School Board of Broward County, Florida	FL	 Digital Educational Full-Power - 646 kW	WPPB		http://www.becon.tv/	stationindex	2018-08-02 14:55:24.612585
 Lake Worth		 Ion Media Networks	FL	 Digital Full-Power - 3980 kW	WPXP	 67.1 Ion, 67.2 Qubo, 67.3 Ion Life, 67.4 Ion Shop, 67.5 QVC, 67.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Kalamazoo		 Freedom Communications	MI	 Digital Full-Power - 100 kW	WWMT		http://www.wwmt.com/	stationindex	2018-08-02 14:55:24.612585
 Grand Rapids	" ""WOOD TV 8"""	 LIN TV	MI	 Digital Full-Power - 316 kW	WOOD		http://www.woodtv.com/	stationindex	2018-08-02 14:55:24.612585
 Grand Rapids		 Tegna Media	MI	 Digital Full-Power - 257 kW	WZZM		http://www.wzzm13.com/	stationindex	2018-08-02 14:55:24.612585
 Grand Rapids		 LIN TV	MI	 Digital Class-A - 9.42 kW	WXSP-CD		http://wxsp.tv/x/	stationindex	2018-08-02 14:55:24.612585
 Grand Rapids	" ""FOX 17"""	 Tribune	MI	 Digital Full-Power - 725 kW	WXMI	 17.1 Fox, 17.2 Antenna TV, 17.3 This TV	http://www.fox17online.com/	stationindex	2018-08-02 14:55:24.612585
 Grand Rapids		 Grand Valley State University	MI	 Digital Educational Full-Power - 1320 kW	WGVU		http://www.wgvu.org/	stationindex	2018-08-02 14:55:24.612585
 Battle Creek	" ""WOTV ABC 4"""	 LIN TV	MI	 Digital Full-Power - 1000 kW	WOTV		http://www.wotv.com/	stationindex	2018-08-02 14:55:24.612585
 Battle Creek		 Ion Media Networks	MI	 Digital Full-Power - 1000 kW	WZPX	 43.1 Ion, 43.2 Qubo, 43.3 Ion Life, 43.4 Ion Shop, 43.5 QVC, 43.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Kalamazoo. MI		 Grand Valley State University	 Kalamazoo. MI	 Digital Educational Full-Power - 44.7 kW	WGVK		http://www.wgvu.org/	stationindex	2018-08-02 14:55:24.612585
 Muskegon			MI	 Digital Full-Power - 4370 kW	WTLJ		http://www.tct-net.org/	stationindex	2018-08-02 14:55:24.612585
 Kalamazoo	" ""Family Television"""		MI	 Digital Full-Power - 2510 kW	WLLA		http://www.wlla.com/	stationindex	2018-08-02 14:55:24.612585
 Birmingham	" ""FOX 6"""	 Local TV LLC	AL	 Digital Full-Power - 100 kW	WBRC		http://www.wbrc.com/	stationindex	2018-08-02 14:55:24.612585
 Mount Cheaha	" ""APT"""	 Alabama Public Television	AL	 Digital Educational Full-Power - 316 kW	WCIQ		http://www.aptv.org/	stationindex	2018-08-02 14:55:24.612585
 Birmingham	" ""APT"""	 Alabama Public Television	AL	 Digital Educational Full-Power - 316 kW	WBIQ		http://www.aptv.org/	stationindex	2018-08-02 14:55:24.612585
 Birmingham		 Nexstar Media Group	AL	 Digital Full-Power - 316 kW	WVTM		http://www.wvtm13.com/	stationindex	2018-08-02 14:55:24.612585
 Bessemer	" ""CW 21"""		AL	 Digital Full-Power - 3720 kW	WDBB		http://www.wtto21.com/	stationindex	2018-08-02 14:55:24.612585
 Homewood	" ""CW 21"""	 Sinclair	AL	 Digital Full-Power - 765 kW	WTTO		http://www.wtto21.com/	stationindex	2018-08-02 14:55:24.612585
 Tuscaloosa		 University of Alabama	AL	 Digital Full-Power - 890 kW	WUOA			stationindex	2018-08-02 14:55:24.612585
 Tuscaloosa		 Howard Stirk Holdings	AL	 Digital Full-Power - 300 kW	WSES	 33.1 Heroes & Icons, 33.2 Decades		stationindex	2018-08-02 14:55:24.612585
 Anniston		 Howard Stirk Holdings	AL	 Digital Full-Power - 1000 kW	WGWW	 40.1 Heroes & Icons, 40.2 ABC, 40.3 WBMA Weather	http://www.abc3340.com/	stationindex	2018-08-02 14:55:24.612585
 Birmingham		 Nexstar Media Group	AL	 Digital Full-Power - 1000 kW	WIAT		https://www.cbs42.com/	stationindex	2018-08-02 14:55:24.612585
 Gadsden		 Ion Media Networks	AL	 Digital Full-Power - 1000 kW	WPXH	 44.1 Ion, 44.2 Qubo, 44.3 Ion Life, 44.4 Ion Shop, 44.5 QVC, 44.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Birmingham	" ""ABC 33/40"""	 Sinclair Broadcast Group	AL	 Digital Low-Power - 15 kW	WBMA-LD	 58.1 ABC, 58.2 James Spann 24/7 Weather, 58.3 Stadium, 58.4 Charge!	https://abc3340.com/	stationindex	2018-08-02 14:55:24.612585
 Gadsden		 Trinity Broadcasting Network	AL	 Digital Full-Power - 150 kW	WTJP	 60.1 WTJP/TBN, 60.2 Church Channel, 60.3 JCTV, 60.4 Enlace USA, 60.5 Smile of a Child	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Birmingham	" ""My 68"""	 Sinclair	AL	 Digital Full-Power - 885 kW	WABM	 68.1 MyNetworkTV, 68.2 ABC, 68.3 James Spann 24/7 Weather	http://www.wabm68.com/	stationindex	2018-08-02 14:55:24.612585
 Lancaster	" ""News 8"""	 Hearst Television	PA	 Digital Full-Power - 32.2 kW	WGAL	 8.1 NBC, 8.2 MeTV	http://www.wgal.com/	stationindex	2018-08-02 14:55:24.612585
 Lancaster		 Howard Stirk Holdings	PA	 Digital Full-Power - 750 kW	WXBU	 15.1 Comet TV		stationindex	2018-08-02 14:55:24.612585
 Harrisburg		 Newport Television	PA	 Digital Full-Power - 750 kW	WHP		https://local21news.com/	stationindex	2018-08-02 14:55:24.612585
